ID,Period,Date,First,Second,Third,Fourth,Fifth,Sixth,Special
1583,107102,2018-12-07,11,33,36,29,20,34,18
1584,107103,2018-12-11,7,15,47,21,27,12,48
1585,107104,2018-12-14,14,6,9,38,19,49,20
1586,107105,2018-12-18,15,11,33,8,5,37,3
1587,107106,2018-12-21,49,21,41,5,19,34,42
1588,107107,2018-12-25,27,7,28,32,26,30,44
1589,107108,2018-12-28,35,44,23,11,7,19,33
1590,108001,2019-01-01,42,25,18,24,23,39,48
1591,108002,2019-01-04,47,8,20,48,7,6,30
1592,108003,2019-01-08,39,19,43,21,28,4,18
1593,108004,2019-01-11,42,22,31,20,34,13,9
1594,108005,2019-01-15,12,40,38,20,41,30,10
1595,108006,2019-01-18,30,10,4,45,39,5,14
1596,108007,2019-01-22,20,36,2,42,37,46,29
1597,108008,2019-01-25,10,45,15,14,20,3,2
1598,108009,2019-01-29,14,30,24,48,20,44,31
1599,108010,2019-02-01,21,41,32,10,17,20,34
1600,108011,2019-02-02,22,46,49,35,7,2,41
1601,108012,2019-02-03,12,37,36,28,40,24,6
1602,108013,2019-02-04,24,34,6,32,36,8,49
1603,108014,2019-02-05,18,45,13,34,30,49,33
1604,108015,2019-02-06,17,29,32,23,39,28,12
1605,108016,2019-02-07,40,21,7,33,29,41,8
1606,108017,2019-02-08,42,14,36,13,32,8,5
1607,108018,2019-02-09,18,30,19,6,8,20,22
1608,108019,2019-02-10,47,14,22,8,5,19,24
1609,108020,2019-02-12,16,45,30,19,11,29,1
1610,108021,2019-02-15,40,1,46,44,3,48,2
1611,108022,2019-02-19,43,24,4,3,1,32,37
1612,108023,2019-02-22,48,43,22,20,45,6,11
1613,108024,2019-02-26,34,38,42,17,22,6,20
1614,108025,2019-03-01,27,8,45,40,14,1,34
1615,108026,2019-03-05,13,42,12,43,16,21,39
1616,108027,2019-03-08,31,3,48,11,15,25,36
1617,108028,2019-03-12,5,22,7,37,40,45,12
1618,108029,2019-03-15,5,12,28,20,36,10,15
1619,108030,2019-03-19,7,16,48,36,17,47,49
1620,108031,2019-03-22,37,12,1,47,41,16,36
1621,108032,2019-03-26,14,6,24,19,13,38,26
1622,108033,2019-03-29,1,12,49,3,29,16,4
1623,108034,2019-04-02,28,5,40,38,47,41,25
1624,108035,2019-04-05,28,38,49,29,43,11,22
1625,108036,2019-04-09,45,44,10,36,37,46,48
1626,108037,2019-04-12,32,26,34,46,45,12,14
1627,108038,2019-04-16,1,41,23,14,36,39,4
1628,108039,2019-04-19,29,24,11,4,45,32,49
1629,108040,2019-04-23,30,14,8,16,18,35,36
1630,108041,2019-04-26,37,29,8,24,48,44,6
1631,108042,2019-04-30,24,49,47,1,19,4,36
1632,108043,2019-05-03,6,7,19,32,31,40,15
1633,108044,2019-05-07,35,29,2,23,14,43,22
1634,108045,2019-05-10,37,27,31,33,11,17,12
1635,108046,2019-05-14,40,15,9,28,27,43,45
1636,108047,2019-05-17,45,12,23,2,21,7,10
1637,108048,2019-05-21,46,18,7,41,32,10,42
1638,108049,2019-05-24,19,21,29,39,12,13,41
1639,108050,2019-05-28,3,22,40,11,38,36,7
1640,108051,2019-05-31,21,8,15,36,31,46,18
1641,108052,2019-06-04,23,5,6,48,19,43,7
1642,108053,2019-06-07,38,18,22,27,30,26,45
1643,108054,2019-06-11,40,39,42,32,31,6,28
1644,108055,2019-06-14,10,37,12,24,22,6,3
1645,108056,2019-06-18,16,29,5,45,27,33,28
1646,108057,2019-06-21,30,31,32,12,26,7,13
1647,108058,2019-06-25,38,31,36,8,45,20,33
1648,108059,2019-06-28,33,26,9,13,15,31,10
1649,108060,2019-07-02,2,39,33,42,4,11,19
1650,108061,2019-07-05,32,46,33,11,38,17,15
1651,108062,2019-07-09,41,37,20,34,17,11,6
1652,108063,2019-07-12,19,37,47,18,14,12,30
1653,108064,2019-07-16,37,31,30,15,48,39,8
1654,108065,2019-07-19,12,33,39,26,17,35,10
1655,108066,2019-07-23,12,14,37,42,47,35,6
1656,108067,2019-07-26,48,36,4,41,40,11,49
1657,108068,2019-07-30,35,12,21,33,4,24,42
1658,108069,2019-08-02,48,49,46,34,5,42,14
1659,108070,2019-08-06,20,10,49,37,38,1,31
1660,108071,2019-08-09,4,18,26,13,48,41,33
1661,108072,2019-08-13,32,5,41,25,21,36,33
1662,108073,2019-08-16,31,45,8,7,33,41,39
1663,108074,2019-08-20,19,35,42,16,1,27,41
1664,108075,2019-08-23,42,5,17,43,21,19,16
1665,108076,2019-08-27,8,4,1,45,10,47,41
1666,108077,2019-08-30,42,6,26,44,48,35,7
1667,108078,2019-09-03,32,25,11,13,33,48,31
1668,108079,2019-09-06,43,14,20,19,26,2,23
1669,108080,2019-09-10,12,17,20,38,29,3,47
1670,108081,2019-09-13,15,7,37,27,2,39,43
1671,108082,2019-09-17,41,40,48,29,12,18,24
1672,108083,2019-09-20,8,31,24,34,23,17,25
1673,108084,2019-09-24,39,18,20,22,16,2,21
1674,108085,2019-09-27,37,10,21,26,35,25,4
1675,108086,2019-10-01,2,20,15,49,12,9,40
1676,108087,2019-10-04,48,23,33,10,21,42,41
1677,108088,2019-10-08,18,34,21,13,26,7,8
1678,108089,2019-10-11,7,37,21,17,12,30,49
1679,108090,2019-10-15,13,21,38,28,37,35,33
1680,108091,2019-10-18,36,40,39,32,23,3,49
1681,108092,2019-10-22,22,23,17,32,6,42,13
1682,108093,2019-10-25,3,26,8,36,14,16,41
1683,108094,2019-10-29,10,12,41,36,3,22,18
1684,108095,2019-11-01,41,42,33,23,15,12,11
1685,108096,2019-11-05,22,37,13,42,9,40,26
1686,108097,2019-11-08,9,47,3,26,40,1,15
1687,108098,2019-11-12,19,27,25,40,1,31,12
1688,108099,2019-11-15,44,16,11,3,26,6,31
1689,108100,2019-11-19,38,35,5,15,30,47,18
1690,108101,2019-11-22,3,23,18,26,24,49,32
1691,108102,2019-11-26,19,8,10,15,36,45,37
1692,108103,2019-11-29,21,30,10,24,45,35,22
1693,108104,2019-12-03,9,36,11,5,45,15,27
1694,108105,2019-12-06,24,22,16,23,41,18,39
1695,108106,2019-12-10,48,41,18,19,8,3,36
1696,108107,2019-12-13,12,49,7,26,31,37,17
1697,108108,2019-12-17,21,38,27,49,31,9,3
1698,108109,2019-12-20,28,16,46,21,22,32,24
1699,108110,2019-12-24,18,48,31,45,9,49,22
1700,108111,2019-12-27,17,25,18,32,45,43,5
1701,108112,2019-12-31,14,38,26,39,47,10,8
1702,109001,2020-01-03,18,16,29,19,30,47,10
1703,109002,2020-01-07,1,38,16,15,5,8,7
1704,109003,2020-01-10,38,4,12,33,17,7,11
1705,109004,2020-01-14,7,38,34,37,47,20,18
1706,109005,2020-01-17,20,45,7,42,9,44,8
1707,109006,2020-01-21,30,38,17,48,44,22,36
1708,109007,2020-01-23,13,48,18,30,44,23,37
1709,109008,2020-01-24,21,18,7,44,13,38,3
1710,109009,2020-01-25,5,16,45,13,41,31,9
1711,109010,2020-01-26,3,29,28,35,41,47,48
1712,109011,2020-01-27,9,33,45,12,23,39,24
1713,109012,2020-01-28,20,28,3,38,13,2,40
1714,109013,2020-01-29,14,15,1,4,9,49,32
1715,109014,2020-01-30,46,35,24,49,41,6,9
1716,109015,2020-01-31,16,19,49,32,28,14,1
1717,109016,2020-02-01,26,20,34,12,10,2,28
1718,109017,2020-02-02,17,16,3,33,37,30,29
1719,109018,2020-02-04,28,3,23,48,37,27,8
1720,109019,2020-02-07,19,42,5,15,22,30,31
1721,109020,2020-02-11,22,43,9,37,46,23,38
1722,109021,2020-02-14,33,13,36,35,23,7,9
1723,109022,2020-02-18,13,31,42,4,37,35,49
1724,109023,2020-02-21,13,15,34,39,35,27,31
1725,109024,2020-02-25,2,48,47,8,1,44,9
1726,109025,2020-02-28,2,18,9,48,46,27,25
1727,109026,2020-03-03,8,28,17,11,42,10,40
1728,109027,2020-03-06,16,13,15,30,8,12,45
1729,109028,2020-03-10,1,12,34,37,4,25,42
1730,109029,2020-03-13,14,33,34,22,49,32,31
1731,109030,2020-03-17,17,29,28,10,47,43,4
1732,109031,2020-03-20,13,43,1,8,48,46,29
1733,109032,2020-03-24,45,12,10,29,41,16,1
1734,109033,2020-03-27,49,8,23,2,16,10,41
1735,109034,2020-03-31,49,6,26,21,36,34,23
1736,109035,2020-04-03,2,45,32,43,47,17,34
1737,109036,2020-04-07,4,27,44,12,18,7,23
1738,109037,2020-04-10,13,47,33,48,41,49,1
1739,109038,2020-04-14,19,26,33,45,17,21,12
1740,109039,2020-04-17,33,31,1,21,44,42,22
1741,109040,2020-04-21,29,47,1,2,45,33,39
1742,109041,2020-04-24,39,7,14,17,15,10,45
1743,109042,2020-04-28,48,29,16,39,43,36,42
1744,109043,2020-05-01,18,49,34,48,5,25,45
1745,109044,2020-05-05,24,19,49,43,36,17,26
1746,109045,2020-05-08,9,8,24,10,27,31,33
1747,109046,2020-05-12,35,1,8,36,5,11,26
1748,109047,2020-05-15,45,40,31,6,11,42,43
1749,109048,2020-05-19,40,27,33,43,44,32,37
1750,109049,2020-05-22,13,3,46,7,10,39,29
1751,109050,2020-05-26,29,25,38,1,33,5,19
1752,109051,2020-05-29,31,49,45,40,39,35,41
1753,109052,2020-06-02,1,6,22,33,48,25,19
1754,109053,2020-06-05,3,26,8,49,5,24,19
1755,109054,2020-06-09,28,35,47,17,36,8,41
1756,109055,2020-06-12,48,33,28,1,30,6,27
1757,109056,2020-06-16,46,13,6,20,23,29,42
1758,109057,2020-06-19,25,1,16,46,15,43,6
1759,109058,2020-06-23,16,45,27,1,22,2,13
1760,109059,2020-06-26,10,41,37,12,16,40,5
1761,109060,2020-06-30,31,29,49,43,46,26,6
1762,109061,2020-07-03,24,40,20,19,13,45,33
1763,109062,2020-07-07,46,4,44,34,22,17,13
1764,109063,2020-07-10,5,4,22,49,27,46,41
1765,109064,2020-07-14,49,29,32,10,4,24,43
1766,109065,2020-07-17,30,25,15,5,41,6,29
1767,109066,2020-07-21,25,36,3,33,16,31,14
1768,109067,2020-07-24,37,21,35,20,2,24,9
1769,109068,2020-07-28,35,8,23,22,29,10,2
1770,109069,2020-07-31,45,19,18,16,33,17,25
1771,109070,2020-08-04,31,1,11,33,5,19,6
1772,109071,2020-08-07,19,45,44,9,6,40,1
1773,109072,2020-08-11,47,44,42,8,40,12,5
1774,109073,2020-08-14,33,31,25,16,24,20,37
1775,109074,2020-08-18,47,22,30,43,4,45,15
1776,109075,2020-08-21,5,40,45,14,46,44,32
1777,109076,2020-08-25,46,2,23,48,28,35,33
1778,109077,2020-08-28,23,13,36,14,19,22,24
1779,109078,2020-09-01,8,6,43,38,2,1,24
1780,109079,2020-09-04,13,39,2,43,9,11,35
1781,109080,2020-09-08,26,2,20,1,48,9,36
1782,109081,2020-09-11,29,39,26,1,49,48,9
1783,109082,2020-09-15,29,32,48,7,37,16,21
1784,109083,2020-09-18,29,32,44,43,30,3,35
1785,109084,2020-09-22,4,5,24,8,3,29,7
1786,109085,2020-09-25,10,39,48,36,31,35,27
1787,109086,2020-09-29,33,7,42,47,8,1,31
1788,109087,2020-10-02,16,11,24,26,15,18,46
1789,109088,2020-10-06,23,4,22,5,34,40,37
1790,109089,2020-10-09,47,42,25,19,2,7,6
1791,109090,2020-10-13,27,15,39,1,3,41,20
1792,109091,2020-10-16,7,44,28,25,47,33,19
1793,109092,2020-10-20,5,28,39,17,18,30,13
1794,109093,2020-10-23,35,3,20,25,9,26,39
1795,109094,2020-10-27,2,9,30,28,32,19,35
1796,109095,2020-10-30,6,13,10,45,19,40,7
1797,109096,2020-11-03,32,11,15,6,30,44,29
1798,109097,2020-11-06,9,39,44,25,46,5,2
1799,109098,2020-11-10,28,29,17,5,21,19,43
1800,109099,2020-11-13,12,29,9,15,7,25,47
1801,109100,2020-11-17,20,18,6,38,14,41,29
1802,109101,2020-11-20,35,27,29,16,37,48,31
1803,109102,2020-11-24,45,29,36,5,38,44,23
1804,109103,2020-11-27,35,30,26,19,1,48,11
1805,109104,2020-12-01,37,4,49,44,29,22,30
1806,109105,2020-12-04,13,2,27,30,44,41,40
1807,109106,2020-12-08,15,2,31,4,10,45,17
1808,109107,2020-12-11,37,36,42,43,17,8,34
1809,109108,2020-12-15,21,48,2,6,43,17,41
1810,109109,2020-12-18,30,26,2,24,41,11,1
1811,109110,2020-12-22,31,22,20,30,45,25,2
1812,109111,2020-12-25,30,29,5,6,1,19,39
1813,109112,2020-12-29,33,34,10,39,14,35,40
1814,110001,2021-01-01,37,46,41,5,49,42,18
1815,110002,2021-01-05,17,8,43,20,13,48,38
1816,110003,2021-01-08,4,43,26,47,18,24,33
1817,110004,2021-01-12,28,10,1,20,44,37,33
1818,110005,2021-01-15,44,4,8,3,11,42,21
1819,110006,2021-01-19,29,31,15,33,47,41,37
1820,110007,2021-01-22,45,30,7,34,46,36,43
1821,110008,2021-01-26,8,20,23,43,46,37,44
1822,110009,2021-01-29,40,22,14,31,30,39,49
1823,110010,2021-02-02,47,38,14,34,35,43,40
1824,110011,2021-02-05,9,19,5,33,35,31,32
1825,110012,2021-02-09,43,12,6,27,1,3,2
1826,110013,2021-02-10,3,42,41,18,34,24,37
1827,110014,2021-02-11,18,7,41,47,17,26,39
1828,110015,2021-02-12,6,10,48,44,12,5,36
1829,110016,2021-02-13,43,40,13,30,46,37,5
1830,110017,2021-02-14,17,45,16,38,12,1,32
1831,110018,2021-02-15,40,10,8,33,4,18,2
1832,110019,2021-02-16,46,9,37,11,12,1,43
1833,110020,2021-02-17,26,49,13,24,45,2,10
1834,110021,2021-02-18,9,3,48,1,42,41,27
1835,110022,2021-02-19,45,28,2,36,40,31,24
1836,110023,2021-02-20,10,6,47,26,11,1,22
1837,110024,2021-02-21,18,32,25,27,39,9,40
1838,110025,2021-02-23,20,6,18,42,1,19,43
1839,110026,2021-02-26,23,42,13,22,39,4,26
1840,110027,2021-03-02,30,27,11,24,7,5,12
1841,110028,2021-03-05,29,38,6,8,48,14,35
1842,110029,2021-03-09,8,36,9,13,29,46,23
1843,110030,2021-03-12,8,26,46,21,33,30,45
1844,110031,2021-03-16,30,19,43,24,22,8,13
1845,110032,2021-03-19,19,38,7,48,28,35,8
1846,110033,2021-03-23,49,28,45,2,15,43,35
1847,110034,2021-03-26,15,37,30,21,24,38,34
1848,110035,2021-03-30,22,17,23,31,25,33,3
1849,110036,2021-04-02,21,42,25,40,30,17,26
1850,110037,2021-04-06,22,1,38,28,34,26,35
1851,110038,2021-04-09,18,6,35,9,29,25,46
1852,110039,2021-04-13,35,11,31,25,42,32,41
1853,110040,2021-04-16,21,46,33,10,16,7,2
1854,110041,2021-04-20,5,15,9,7,26,24,12
1855,110042,2021-04-23,37,20,23,46,18,32,39
1856,110043,2021-04-27,20,8,23,39,34,5,31
1857,110044,2021-04-30,47,22,4,46,42,14,21
1858,110045,2021-05-04,27,19,37,15,17,5,42
1859,110046,2021-05-07,26,12,36,35,22,49,32
1860,110047,2021-05-11,35,7,42,5,27,9,19
1861,110048,2021-05-14,14,48,43,30,2,13,17
1862,110049,2021-05-18,11,43,18,35,15,16,46
1863,110050,2021-05-21,29,2,25,27,4,26,41
1864,110051,2021-05-25,44,48,38,46,31,15,21
1865,110052,2021-05-28,46,43,4,23,18,12,7
1866,110053,2021-06-01,26,41,9,1,2,35,46
1867,110054,2021-06-04,28,32,24,41,7,8,10
1868,110055,2021-06-08,36,6,38,26,4,47,43
1869,110056,2021-06-11,7,27,44,23,9,16,46
1870,110057,2021-06-15,9,11,34,45,41,23,49
1871,110058,2021-06-18,18,43,22,41,2,25,14
1872,110059,2021-06-22,45,43,27,17,48,14,41
1873,110060,2021-06-25,4,37,1,38,41,9,40
1874,110061,2021-06-29,23,38,25,1,30,45,14
1875,110062,2021-07-02,29,4,25,9,11,27,22
1876,110063,2021-07-06,42,25,44,19,32,13,2
1877,110064,2021-07-09,29,3,13,27,26,24,9
1878,110065,2021-07-13,33,9,14,48,17,23,4
1879,110066,2021-07-16,39,16,19,13,17,44,42
1880,110067,2021-07-20,32,8,49,1,44,41,23
1881,110068,2021-07-23,38,31,7,15,24,23,9
1882,110069,2021-07-27,3,46,43,42,30,28,15
1883,110070,2021-07-30,2,46,43,29,19,15,23
1884,110071,2021-08-03,27,17,30,42,38,44,24
1885,110072,2021-08-06,39,32,3,29,4,15,38
1886,110073,2021-08-10,16,1,3,17,24,25,46
1887,110074,2021-08-13,19,5,41,33,6,24,3
1888,110075,2021-08-17,33,11,29,41,2,44,40
1889,110076,2021-08-20,3,6,18,11,13,37,46
1890,110077,2021-08-24,36,1,41,17,40,5,38
1891,110078,2021-08-27,16,8,43,35,11,32,41
1892,110079,2021-08-31,43,23,49,7,14,47,48
1893,110080,2021-09-03,18,21,24,32,41,1,12
1894,110081,2021-09-07,27,48,45,4,20,26,37
1895,110082,2021-09-10,28,1,16,41,5,15,44
1896,110083,2021-09-14,13,18,40,41,9,22,49
1897,110084,2021-09-17,35,18,12,45,37,7,44
1898,110085,2021-09-21,34,28,31,2,16,13,21
1899,110086,2021-09-24,4,10,39,42,21,30,22
1900,110087,2021-09-28,27,36,24,47,23,49,40
1901,110088,2021-10-01,49,22,2,9,16,41,7
1902,110089,2021-10-05,46,23,47,3,11,1,45
1903,110090,2021-10-08,18,19,37,44,34,20,10
1904,110091,2021-10-12,26,28,31,14,1,6,30
1905,110092,2021-10-15,37,2,26,21,25,12,10
1906,110093,2021-10-19,39,21,35,26,47,20,16
1907,110094,2021-10-22,25,13,46,27,38,8,12
1908,110095,2021-10-26,26,49,21,18,47,14,30
1909,110096,2021-10-29,42,2,17,36,9,28,46
1910,110097,2021-11-02,17,1,12,43,37,21,47
1911,110098,2021-11-05,16,40,26,44,30,18,13
1912,110099,2021-11-09,9,14,20,42,39,26,5
1913,110100,2021-11-12,25,37,2,47,3,27,26
1914,110101,2021-11-16,23,34,6,44,43,41,38
1915,110102,2021-11-19,16,36,17,15,23,13,29
1916,110103,2021-11-23,13,32,7,37,33,6,42
1917,110104,2021-11-26,15,30,10,21,16,22,14
1918,110105,2021-11-30,9,26,10,31,49,40,8
1919,110106,2021-12-03,41,35,8,14,36,13,5
1920,110107,2021-12-07,43,44,21,30,19,48,8
1921,110108,2021-12-10,24,27,40,3,15,21,13
1922,110109,2021-12-14,30,14,7,21,36,27,43
1923,110110,2021-12-17,35,11,2,40,37,30,13
1924,110111,2021-12-21,27,44,31,48,5,4,33
1925,110112,2021-12-24,19,27,11,2,44,7,22
1926,110113,2021-12-28,11,1,2,21,8,45,16
1927,110114,2021-12-31,14,34,5,37,9,28,35
1928,111001,2022-01-04,7,4,19,43,3,22,36
1929,111002,2022-01-07,31,15,6,39,9,38,25
1930,111003,2022-01-11,49,36,17,13,10,11,41
1931,111004,2022-01-14,24,5,26,35,14,13,39
1932,111005,2022-01-18,19,48,33,35,22,38,11
1933,111006,2022-01-21,15,42,27,37,26,34,47
1934,111007,2022-01-25,15,10,35,27,2,9,44
1935,111008,2022-01-28,12,44,36,41,7,42,29
1936,111009,2022-01-29,1,23,34,2,20,26,19
1937,111010,2022-01-30,23,15,8,20,22,3,36
1938,111011,2022-01-31,14,33,43,44,32,4,49
1939,111012,2022-02-01,25,45,47,8,44,34,24
1940,111013,2022-02-02,6,33,11,18,23,41,39
1941,111014,2022-02-03,22,9,34,5,36,18,11
1942,111015,2022-02-04,18,29,1,38,21,36,16
1943,111016,2022-02-05,41,49,4,36,2,13,16
1944,111017,2022-02-06,29,34,12,42,38,24,33
1945,111018,2022-02-07,32,45,18,3,23,40,38
1946,111019,2022-02-08,23,33,38,49,29,5,24
1947,111020,2022-02-09,11,35,2,45,7,18,25
1948,111021,2022-02-10,41,25,27,44,22,1,3
1949,111022,2022-02-11,46,44,24,30,23,42,48
1950,111023,2022-02-15,18,42,26,40,23,27,3
1951,111024,2022-02-18,47,36,48,16,39,20,35
1952,111025,2022-02-22,22,3,37,21,40,34,5
1953,111026,2022-02-25,17,26,18,38,49,21,20
1954,111027,2022-03-01,7,19,31,24,45,17,38
1955,111028,2022-03-04,1,3,31,30,29,18,26
1956,111029,2022-03-08,44,19,13,16,14,30,20
1957,111030,2022-03-11,4,24,8,15,3,21,29
1958,111031,2022-03-15,47,46,1,33,31,37,36
1959,111032,2022-03-18,42,44,26,15,2,21,45
1960,111033,2022-03-22,49,26,36,21,43,7,16
1961,111034,2022-03-25,45,47,49,14,22,17,26
1962,111035,2022-03-29,43,16,29,24,27,21,41
1963,111036,2022-04-01,38,20,11,34,3,10,4
1964,111037,2022-04-05,27,33,24,31,8,15,13
1965,111038,2022-04-08,29,10,44,15,31,19,23
1966,111039,2022-04-12,18,22,17,40,42,14,37
1967,111040,2022-04-15,2,30,9,11,14,15,22
1968,111041,2022-04-19,20,18,30,5,41,4,23
1969,111042,2022-04-22,28,32,47,49,36,3,16
1970,111043,2022-04-26,42,31,49,32,12,43,36
1971,111044,2022-04-29,12,44,25,48,18,14,45
1972,111045,2022-05-03,23,14,21,19,18,16,3
1973,111046,2022-05-06,49,1,5,28,45,19,29
1974,111047,2022-05-10,11,48,2,32,24,20,27
1975,111048,2022-05-13,36,24,37,10,48,27,29
1976,111049,2022-05-17,37,9,28,22,29,34,36
1977,111050,2022-05-20,12,5,22,8,49,42,46
1978,111051,2022-05-24,24,19,45,35,46,4,2
1979,111052,2022-05-27,18,4,11,39,46,37,27
1980,111053,2022-05-31,11,25,28,17,10,27,31
1981,111054,2022-06-03,48,42,43,4,39,11,44
1982,111055,2022-06-07,31,19,4,18,17,44,46
1983,111056,2022-06-10,5,38,10,13,28,29,34
1984,111057,2022-06-14,29,3,9,47,28,20,35
1985,111058,2022-06-17,46,28,30,7,47,11,48
1986,111059,2022-06-21,20,34,14,41,3,44,43
1987,111060,2022-06-24,29,40,43,3,26,18,13
1988,111061,2022-06-28,21,25,41,45,42,24,34
1989,111062,2022-07-01,43,29,20,34,14,32,2
1990,111063,2022-07-05,45,26,47,8,38,3,35
1991,111064,2022-07-08,35,5,9,15,44,40,10
1992,111065,2022-07-12,17,14,7,20,29,45,30
1993,111066,2022-07-15,14,41,15,49,27,43,39
1994,111067,2022-07-19,41,40,9,29,16,23,43
1995,111068,2022-07-22,12,30,38,24,11,33,31
1996,111069,2022-07-26,10,27,39,17,29,12,47
1997,111070,2022-07-29,37,12,21,18,19,33,15
1998,111071,2022-08-02,29,37,2,26,28,48,5
1999,111072,2022-08-05,30,18,46,21,5,43,26
2000,111073,2022-08-09,33,11,30,21,9,23,34
2001,111074,2022-08-12,4,21,7,37,15,43,5
2002,111075,2022-08-16,18,31,11,16,7,1,24
2003,111076,2022-08-19,3,4,28,41,21,10,15
2004,111077,2022-08-23,47,25,24,6,49,23,5
2005,111078,2022-08-26,16,30,42,38,4,17,5
2006,111079,2022-08-30,16,8,5,27,45,35,37
2007,111080,2022-09-02,23,36,45,43,25,20,38
2008,111081,2022-09-06,49,32,36,26,38,35,39
2009,111082,2022-09-09,36,7,17,39,28,15,1
2010,111083,2022-09-13,10,34,21,15,48,7,38
2011,111084,2022-09-16,2,31,44,7,6,27,28
2012,111085,2022-09-20,35,13,11,29,24,43,1
2013,111086,2022-09-23,48,12,30,44,2,31,46
2014,111087,2022-09-27,34,43,40,17,10,28,29
2015,111088,2022-09-30,34,39,28,5,12,18,24
2016,111089,2022-10-04,49,43,14,23,34,13,44
2017,111090,2022-10-07,26,15,16,5,30,10,12
2018,111091,2022-10-11,1,42,46,23,3,25,2
2019,111092,2022-10-14,25,32,36,1,11,13,30
2020,111093,2022-10-18,27,38,39,1,47,14,49
2021,111094,2022-10-21,20,49,36,37,42,11,3
2022,111095,2022-10-25,43,48,32,49,18,36,23
2023,111096,2022-10-28,32,23,25,17,18,19,26
2024,111097,2022-11-01,32,34,17,24,28,40,3
2025,111098,2022-11-04,36,23,21,30,11,47,6
2026,111099,2022-11-08,47,39,37,44,15,18,43
2027,111100,2022-11-11,36,20,10,48,19,2,37
2028,111101,2022-11-15,26,34,29,19,20,39,4
2029,111102,2022-11-18,37,44,10,27,17,45,22
2030,111103,2022-11-22,48,13,5,27,24,18,32
2031,111104,2022-11-25,26,35,14,20,41,15,36
2032,111105,2022-11-29,37,46,49,34,6,21,18
2033,111106,2022-12-02,28,40,45,41,8,22,34
2034,111107,2022-12-06,27,42,15,10,39,32,28
2035,111108,2022-12-09,48,22,40,45,16,10,31
2036,111109,2022-12-13,33,9,47,14,12,6,34
2037,111110,2022-12-16,12,49,40,11,6,47,28
2038,111111,2022-12-20,3,4,29,16,32,12,39
2039,111112,2022-12-23,39,35,32,13,34,9,1
2040,111113,2022-12-27,16,3,11,21,22,39,4
2041,111114,2022-12-30,46,5,8,17,20,14,7
2042,112001,2023-01-03,39,2,8,19,24,4,28
2043,112002,2023-01-06,29,43,22,36,46,19,30
2044,112003,2023-01-10,30,41,22,42,15,21,24
2045,112004,2023-01-13,23,5,24,44,21,40,17
2046,112005,2023-01-17,17,42,24,36,5,23,16
2047,112006,2023-01-20,27,34,25,16,42,31,6
2048,112007,2023-01-21,23,16,5,25,1,21,30
2049,112008,2023-01-22,22,10,27,8,29,6,23
2050,112009,2023-01-23,23,35,7,34,10,18,9
2051,112010,2023-01-24,20,30,32,2,18,4,10
2052,112011,2023-01-25,3,27,8,24,23,2,14
2053,112012,2023-01-26,40,10,42,13,21,12,49
2054,112013,2023-01-27,28,4,13,33,38,39,42
2055,112014,2023-01-28,23,30,1,19,48,35,45
2056,112015,2023-01-29,27,2,9,15,8,31,42
2057,112016,2023-01-30,18,41,43,39,23,7,25
2058,112017,2023-01-31,33,26,1,36,40,42,37
2059,112018,2023-02-01,33,19,8,5,23,46,48
2060,112019,2023-02-02,8,31,45,13,21,19,37
2061,112020,2023-02-03,44,25,29,14,3,45,46
2062,112021,2023-02-04,22,20,14,2,21,49,38
2063,112022,2023-02-05,33,5,19,42,38,25,41
2064,112023,2023-02-07,8,28,3,18,47,11,5
2065,112024,2023-02-10,24,7,46,28,11,33,3
2066,112025,2023-02-14,30,31,23,11,22,49,14
2067,112026,2023-02-17,9,7,14,16,33,26,27
2068,112027,2023-02-21,11,46,6,5,26,1,41
2069,112028,2023-02-24,48,39,15,40,38,45,2
2070,112029,2023-02-28,2,35,11,26,27,25,10
2071,112030,2023-03-03,16,18,34,13,42,22,14
2072,112031,2023-03-07,23,41,17,32,25,13,16
2073,112032,2023-03-10,32,19,40,29,39,15,35
2074,112033,2023-03-14,3,20,37,12,11,4,5
2075,112034,2023-03-17,10,24,6,7,40,29,16
2076,112035,2023-03-21,30,20,3,45,11,41,28
2077,112036,2023-03-24,2,14,40,26,34,46,13
2078,112037,2023-03-28,10,3,35,37,26,44,15
2079,112038,2023-03-31,26,10,47,22,45,29,41
2080,112039,2023-04-04,35,10,47,33,19,21,9
2081,112040,2023-04-07,39,32,20,11,4,25,30
2082,112041,2023-04-11,31,12,37,9,33,30,25
2083,112042,2023-04-14,22,35,23,49,10,46,2
2084,112043,2023-04-18,6,41,28,43,10,8,45
2085,112044,2023-04-21,27,43,25,7,11,23,5
2086,112045,2023-04-25,41,5,27,13,12,28,37
2087,112046,2023-04-28,31,38,5,41,43,47,28
2088,112047,2023-05-02,37,9,14,42,8,46,10
2089,112048,2023-05-05,48,16,10,21,19,13,30
2090,112049,2023-05-09,1,22,21,44,31,29,3
2091,112050,2023-05-12,18,9,48,7,2,20,14
2092,112051,2023-05-16,19,38,43,1,34,26,48
2093,112052,2023-05-19,5,44,38,8,9,35,31
2094,112053,2023-05-23,23,20,46,5,38,44,33
2095,112054,2023-05-26,36,5,30,15,10,12,26
2096,112055,2023-05-30,43,45,6,5,9,29,27
2097,112056,2023-06-02,13,5,34,1,23,16,49
2098,112057,2023-06-06,30,43,27,41,13,8,18
2099,112058,2023-06-09,46,38,49,36,32,30,26
