ID,Period,Date,First,Second,Third,Fourth,Fifth,Sixth,Special
1066,107029,2018-04-09,1,3,13,21,23,38,2
1067,107030,2018-04-12,9,10,12,21,24,37,7
1068,107031,2018-04-16,19,20,23,24,32,38,1
1069,107032,2018-04-19,4,9,15,18,29,33,7
1070,107033,2018-04-23,3,7,13,16,21,36,7
1071,107034,2018-04-26,8,18,19,26,27,35,2
1072,107035,2018-04-30,4,8,12,16,18,22,2
1073,107036,2018-05-03,6,9,10,12,18,26,5
1074,107037,2018-05-07,5,8,15,28,33,35,6
1075,107038,2018-05-10,8,9,13,18,22,36,8
1076,107039,2018-05-14,5,12,27,30,32,37,7
1077,107040,2018-05-17,10,11,17,22,24,38,4
1078,107041,2018-05-21,4,7,16,21,35,36,1
1079,107042,2018-05-24,5,15,22,24,29,38,8
1080,107043,2018-05-28,9,12,14,20,26,32,6
1081,107044,2018-05-31,2,3,13,23,26,38,7
1082,107045,2018-06-04,4,17,25,27,31,33,7
1083,107046,2018-06-07,1,18,24,27,30,31,4
1084,107047,2018-06-11,4,16,17,20,23,27,4
1085,107048,2018-06-14,5,6,12,20,23,32,2
1086,107049,2018-06-18,1,7,9,10,16,17,6
1087,107050,2018-06-21,14,19,24,31,34,36,2
1088,107051,2018-06-25,6,22,27,33,35,38,8
1089,107052,2018-06-28,6,15,18,24,25,28,5
1090,107053,2018-07-02,2,4,7,11,19,32,5
1091,107054,2018-07-05,3,15,19,22,27,38,6
1092,107055,2018-07-09,1,7,10,20,23,24,1
1093,107056,2018-07-12,4,12,14,16,25,27,3
1094,107057,2018-07-16,5,7,11,19,29,33,6
1095,107058,2018-07-19,1,8,24,26,30,37,5
1096,107059,2018-07-23,3,4,17,23,28,32,1
1097,107060,2018-07-26,6,8,22,24,25,31,2
1098,107061,2018-07-30,3,9,10,24,28,31,6
1099,107062,2018-08-02,6,10,14,20,25,26,4
1100,107063,2018-08-06,5,13,20,27,34,38,2
1101,107064,2018-08-09,3,9,10,26,29,36,5
1102,107065,2018-08-13,3,16,19,25,35,36,2
1103,107066,2018-08-16,19,24,27,33,34,38,6
1104,107067,2018-08-20,4,8,13,19,30,35,4
1105,107068,2018-08-23,2,11,15,18,20,36,6
1106,107069,2018-08-27,3,4,13,22,31,38,4
1107,107070,2018-08-30,4,5,19,29,33,36,2
1108,107071,2018-09-03,1,9,12,13,17,29,3
1109,107072,2018-09-06,22,23,24,25,32,34,2
1110,107073,2018-09-10,10,22,24,31,33,36,5
1111,107074,2018-09-13,14,21,24,29,31,32,5
1112,107075,2018-09-17,2,3,12,15,21,24,3
1113,107076,2018-09-20,22,25,31,32,34,35,2
1114,107077,2018-09-24,6,7,9,22,28,33,1
1115,107078,2018-09-27,2,4,23,24,32,38,1
1116,107079,2018-10-01,2,18,21,25,31,37,8
1117,107080,2018-10-04,6,15,24,26,28,30,3
1118,107081,2018-10-08,9,16,21,24,29,36,3
1119,107082,2018-10-11,6,12,14,16,19,21,6
1120,107083,2018-10-15,3,4,13,20,23,28,7
1121,107084,2018-10-18,4,12,20,32,35,36,1
1122,107085,2018-10-22,6,7,11,14,15,34,1
1123,107086,2018-10-25,4,13,20,26,37,38,2
1124,107087,2018-10-29,3,11,20,33,34,35,2
1125,107088,2018-11-01,8,12,23,25,27,38,6
1126,107089,2018-11-05,13,17,19,20,24,30,2
1127,107090,2018-11-08,4,11,16,19,25,29,1
1128,107091,2018-11-12,2,3,5,13,18,36,8
1129,107092,2018-11-15,17,18,20,22,33,38,8
1130,107093,2018-11-19,6,10,18,22,25,38,5
1131,107094,2018-11-22,1,2,3,15,21,33,7
1132,107095,2018-11-26,1,16,25,30,31,32,7
1133,107096,2018-11-29,2,10,18,26,28,35,1
1134,107097,2018-12-03,7,17,20,21,22,23,4
1135,107098,2018-12-06,4,13,16,21,24,38,2
1136,107099,2018-12-10,1,6,10,17,33,35,7
1137,107100,2018-12-13,2,3,9,18,22,35,8
1138,107101,2018-12-17,10,14,18,27,31,32,2
1139,107102,2018-12-20,7,12,13,27,28,37,6
1140,107103,2018-12-24,3,12,13,19,22,23,1
1141,107104,2018-12-27,3,19,24,25,31,37,6
1142,107105,2018-12-31,9,11,12,23,28,36,4
1143,108001,2019-01-03,3,21,23,24,26,32,3
1144,108002,2019-01-07,10,11,17,25,28,38,3
1145,108003,2019-01-10,2,3,5,17,36,37,5
1146,108004,2019-01-14,2,11,12,19,26,28,7
1147,108005,2019-01-17,7,8,12,13,15,30,8
1148,108006,2019-01-21,2,4,5,15,27,35,3
1149,108007,2019-01-24,8,17,20,22,25,37,2
1150,108008,2019-01-28,20,22,25,29,31,32,3
1151,108009,2019-01-31,17,19,20,26,29,36,1
1152,108010,2019-02-04,6,7,13,15,28,37,3
1153,108011,2019-02-07,1,9,21,26,27,36,8
1154,108012,2019-02-11,2,13,16,17,29,36,1
1155,108013,2019-02-14,5,9,14,23,27,29,2
1156,108014,2019-02-18,3,4,7,19,24,28,4
1157,108015,2019-02-21,5,6,13,33,34,37,4
1158,108016,2019-02-25,2,4,8,10,24,30,7
1159,108017,2019-02-28,3,4,19,23,26,27,8
1160,108018,2019-03-04,2,17,19,21,27,30,2
1161,108019,2019-03-07,7,14,19,28,31,34,5
1162,108020,2019-03-11,11,15,21,27,28,33,6
1163,108021,2019-03-14,4,9,21,23,33,36,4
1164,108022,2019-03-18,2,10,11,21,22,28,7
1165,108023,2019-03-21,6,10,19,20,22,36,6
1166,108024,2019-03-25,3,6,7,20,24,27,4
1167,108025,2019-03-28,4,21,22,31,34,36,2
1168,108026,2019-04-01,1,10,11,15,28,36,8
1169,108027,2019-04-04,4,5,12,21,24,38,3
1170,108028,2019-04-08,3,5,12,31,35,36,1
1171,108029,2019-04-11,2,13,20,21,22,26,1
1172,108030,2019-04-15,4,15,16,26,27,35,4
1173,108031,2019-04-18,1,4,22,23,28,30,2
1174,108032,2019-04-22,2,3,15,16,31,36,4
1175,108033,2019-04-25,2,3,16,25,37,38,7
1176,108034,2019-04-29,3,6,27,28,29,38,1
1177,108035,2019-05-02,4,7,16,21,27,34,4
1178,108036,2019-05-06,1,15,18,24,36,38,6
1179,108037,2019-05-09,7,8,10,15,17,23,3
1180,108038,2019-05-13,5,6,13,17,23,33,2
1181,108039,2019-05-16,5,7,8,9,12,25,6
1182,108040,2019-05-20,3,15,18,19,22,26,2
1183,108041,2019-05-23,3,9,23,27,29,30,1
1184,108042,2019-05-27,4,10,13,15,31,35,1
1185,108043,2019-05-30,4,6,10,13,36,37,8
1186,108044,2019-06-03,20,23,24,29,35,38,1
1187,108045,2019-06-06,7,9,14,16,19,21,5
1188,108046,2019-06-10,7,14,29,32,36,38,5
1189,108047,2019-06-13,11,21,26,33,35,37,4
1190,108048,2019-06-17,11,13,19,33,34,36,1
1191,108049,2019-06-20,3,14,16,19,21,30,2
1192,108050,2019-06-24,14,23,27,34,35,36,3
1193,108051,2019-06-27,2,5,11,17,29,34,5
1194,108052,2019-07-01,2,14,16,17,27,28,1
1195,108053,2019-07-04,22,23,24,33,34,38,4
1196,108054,2019-07-08,5,6,18,24,25,35,2
1197,108055,2019-07-11,4,6,16,18,19,28,2
1198,108056,2019-07-15,10,18,26,29,30,34,5
1199,108057,2019-07-18,2,3,14,17,20,38,3
1200,108058,2019-07-22,2,3,6,8,13,21,7
1201,108059,2019-07-25,1,19,23,25,32,37,2
1202,108060,2019-07-29,4,7,11,14,29,36,4
1203,108061,2019-08-01,11,24,25,31,32,37,8
1204,108062,2019-08-05,1,7,14,16,20,30,4
1205,108063,2019-08-08,7,8,15,19,34,38,8
1206,108064,2019-08-12,2,6,29,31,36,37,8
1207,108065,2019-08-15,3,5,17,23,27,31,1
1208,108066,2019-08-19,6,10,18,19,29,31,6
1209,108067,2019-08-22,2,3,7,9,25,27,5
1210,108068,2019-08-26,3,7,18,22,28,35,5
1211,108069,2019-08-29,1,8,14,16,21,23,1
1212,108070,2019-09-02,2,8,11,12,25,28,8
1213,108071,2019-09-05,1,8,13,21,26,32,1
1214,108072,2019-09-09,13,19,25,26,34,36,6
1215,108073,2019-09-12,2,13,20,28,29,34,2
1216,108074,2019-09-16,2,4,11,16,21,29,3
1217,108075,2019-09-19,8,12,24,26,27,31,1
1218,108076,2019-09-23,21,23,27,30,32,36,3
1219,108077,2019-09-26,13,14,17,20,22,23,8
1220,108078,2019-09-30,3,18,21,27,33,34,5
1221,108079,2019-10-03,11,13,19,28,30,34,4
1222,108080,2019-10-07,5,15,27,29,31,36,4
1223,108081,2019-10-10,6,8,14,20,27,30,3
1224,108082,2019-10-14,13,14,15,16,31,33,4
1225,108083,2019-10-17,2,4,20,22,35,38,8
1226,108084,2019-10-21,5,7,13,20,23,27,8
1227,108085,2019-10-24,6,8,19,22,30,32,2
1228,108086,2019-10-28,5,18,20,21,26,32,5
1229,108087,2019-10-31,2,4,6,12,26,29,6
1230,108088,2019-11-04,7,8,13,15,26,30,4
1231,108089,2019-11-07,2,18,22,31,32,38,3
1232,108090,2019-11-11,9,16,22,25,26,29,4
1233,108091,2019-11-14,7,9,15,17,22,28,1
1234,108092,2019-11-18,6,8,19,28,29,32,2
1235,108093,2019-11-21,3,5,20,26,31,37,4
1236,108094,2019-11-25,6,16,17,24,28,31,5
1237,108095,2019-11-28,8,21,27,31,33,36,7
1238,108096,2019-12-02,2,8,11,24,25,30,6
1239,108097,2019-12-05,3,5,15,21,26,28,6
1240,108098,2019-12-09,1,14,16,21,25,34,6
1241,108099,2019-12-12,9,12,13,21,30,32,7
1242,108100,2019-12-16,6,14,19,29,30,31,1
1243,108101,2019-12-19,1,17,23,27,28,33,6
1244,108102,2019-12-23,12,13,25,28,30,35,3
1245,108103,2019-12-26,5,12,13,19,27,38,5
1246,108104,2019-12-30,11,13,15,19,26,31,7
1247,109001,2020-01-02,3,7,12,16,20,30,8
1248,109002,2020-01-06,6,14,19,20,23,31,7
1249,109003,2020-01-09,1,7,8,15,21,24,3
1250,109004,2020-01-13,12,13,18,19,27,28,3
1251,109005,2020-01-16,1,9,27,32,35,38,4
1252,109006,2020-01-20,12,20,27,29,33,36,1
1253,109007,2020-01-23,18,25,26,31,32,35,4
1254,109008,2020-01-27,2,14,28,29,33,37,3
1255,109009,2020-01-30,16,17,18,31,34,36,4
1256,109010,2020-02-03,10,18,24,29,34,35,2
1257,109011,2020-02-06,5,9,16,24,26,29,4
1258,109012,2020-02-10,4,12,14,16,19,21,8
1259,109013,2020-02-13,5,7,10,17,19,28,1
1260,109014,2020-02-17,9,10,21,22,24,36,1
1261,109015,2020-02-20,3,8,10,11,17,33,3
1262,109016,2020-02-24,1,6,8,14,24,30,3
1263,109017,2020-02-27,3,10,15,20,22,31,4
1264,109018,2020-03-02,13,25,30,31,33,38,8
1265,109019,2020-03-05,3,4,9,24,34,38,1
1266,109020,2020-03-09,18,19,22,27,30,35,1
1267,109021,2020-03-12,2,7,10,16,26,33,5
1268,109022,2020-03-16,4,11,13,19,31,34,7
1269,109023,2020-03-19,4,16,23,27,30,33,6
1270,109024,2020-03-23,4,16,25,30,34,37,2
1271,109025,2020-03-26,10,14,15,31,33,35,4
1272,109026,2020-03-30,9,11,12,31,33,36,5
1273,109027,2020-04-02,16,17,19,23,26,37,8
1274,109028,2020-04-06,1,14,28,30,31,33,2
1275,109029,2020-04-09,1,3,12,16,33,35,1
1276,109030,2020-04-13,10,11,18,19,22,37,1
1277,109031,2020-04-16,3,6,17,20,25,30,5
1278,109032,2020-04-20,5,12,17,20,23,38,7
1279,109033,2020-04-23,10,15,16,17,18,26,6
1280,109034,2020-04-27,1,3,13,15,17,33,1
1281,109035,2020-04-30,7,11,12,15,30,31,6
1282,109036,2020-05-04,2,19,23,31,32,35,7
1283,109037,2020-05-07,5,20,21,23,25,36,3
1284,109038,2020-05-11,14,15,25,28,32,34,8
1285,109039,2020-05-14,12,17,24,30,34,35,2
1286,109040,2020-05-18,4,11,25,27,35,36,8
1287,109041,2020-05-21,4,7,24,27,33,35,8
1288,109042,2020-05-25,3,4,14,18,28,29,4
1289,109043,2020-05-28,2,4,7,8,18,35,6
1290,109044,2020-06-01,1,4,13,19,21,25,8
1291,109045,2020-06-04,4,6,18,26,37,38,1
1292,109046,2020-06-08,1,8,15,16,28,33,6
1293,109047,2020-06-11,6,17,22,26,27,38,4
1294,109048,2020-06-15,14,16,20,23,28,32,7
1295,109049,2020-06-18,6,12,20,25,27,37,5
1296,109050,2020-06-22,7,10,21,23,24,27,1
1297,109051,2020-06-25,15,17,22,24,27,36,6
1298,109052,2020-06-29,1,8,19,26,27,38,8
1299,109053,2020-07-02,2,5,7,28,30,38,5
1300,109054,2020-07-06,15,24,30,31,32,35,8
1301,109055,2020-07-09,3,12,17,24,29,35,4
1302,109056,2020-07-13,2,3,11,18,26,31,3
1303,109057,2020-07-16,6,13,14,31,33,35,8
1304,109058,2020-07-20,4,15,20,22,26,37,1
1305,109059,2020-07-23,1,9,17,18,31,35,2
1306,109060,2020-07-27,5,8,19,21,27,37,2
1307,109061,2020-07-30,11,12,14,16,22,26,4
1308,109062,2020-08-03,1,4,14,21,24,31,8
1309,109063,2020-08-06,1,10,16,19,26,34,1
1310,109064,2020-08-10,4,5,6,15,19,22,3
1311,109065,2020-08-13,6,10,12,23,32,34,6
1312,109066,2020-08-17,6,22,24,34,36,38,7
1313,109067,2020-08-20,11,27,34,35,37,38,2
1314,109068,2020-08-24,5,24,28,29,31,33,7
1315,109069,2020-08-27,18,19,20,27,33,36,8
1316,109070,2020-08-31,1,12,14,16,17,30,6
1317,109071,2020-09-03,16,18,22,24,25,30,1
1318,109072,2020-09-07,9,15,22,31,33,38,2
1319,109073,2020-09-10,2,16,20,25,35,38,5
1320,109074,2020-09-14,6,22,26,33,37,38,2
1321,109075,2020-09-17,9,26,27,28,32,37,2
1322,109076,2020-09-21,8,9,15,19,21,34,5
1323,109077,2020-09-24,6,13,14,27,32,33,7
1324,109078,2020-09-28,8,9,11,18,26,37,2
1325,109079,2020-10-01,11,13,15,19,25,33,1
1326,109080,2020-10-05,1,14,19,26,32,35,2
1327,109081,2020-10-08,3,4,5,6,13,14,5
1328,109082,2020-10-12,3,15,16,20,24,25,4
1329,109083,2020-10-15,1,2,4,6,21,38,7
1330,109084,2020-10-19,5,7,10,19,30,38,7
1331,109085,2020-10-22,8,15,21,24,26,30,7
1332,109086,2020-10-26,11,20,24,26,36,37,1
1333,109087,2020-10-29,3,7,12,21,30,32,2
1334,109088,2020-11-02,4,12,15,32,37,38,4
1335,109089,2020-11-05,1,2,12,24,29,37,4
1336,109090,2020-11-09,6,10,29,31,34,36,5
1337,109091,2020-11-12,4,15,24,29,33,37,1
1338,109092,2020-11-16,1,20,24,26,31,32,3
1339,109093,2020-11-19,9,14,18,22,29,35,6
1340,109094,2020-11-23,11,13,16,24,26,35,6
1341,109095,2020-11-26,1,9,14,28,29,36,6
1342,109096,2020-11-30,2,4,14,15,17,21,5
1343,109097,2020-12-03,5,7,29,33,34,35,8
1344,109098,2020-12-07,3,6,12,15,28,35,8
1345,109099,2020-12-10,15,21,29,30,32,34,8
1346,109100,2020-12-14,4,6,17,23,30,35,3
1347,109101,2020-12-17,2,6,11,16,25,38,4
1348,109102,2020-12-21,2,6,12,22,32,33,2
1349,109103,2020-12-24,3,8,23,25,35,36,3
1350,109104,2020-12-28,12,15,18,22,31,38,5
1351,109105,2020-12-31,2,9,13,20,25,27,7
1352,110001,2021-01-04,7,14,20,31,34,38,3
1353,110002,2021-01-07,4,9,12,20,32,35,3
1354,110003,2021-01-11,6,14,15,18,19,33,5
1355,110004,2021-01-14,1,20,21,29,30,36,5
1356,110005,2021-01-18,2,3,17,18,20,31,8
1357,110006,2021-01-21,5,7,16,28,32,38,4
1358,110007,2021-01-25,4,11,13,22,29,31,1
1359,110008,2021-01-28,1,9,19,30,34,36,8
1360,110009,2021-02-01,1,13,17,34,36,38,2
1361,110010,2021-02-04,7,8,9,14,22,29,2
1362,110011,2021-02-08,3,6,7,11,32,37,7
1363,110012,2021-02-11,3,9,11,13,14,32,8
1364,110013,2021-02-15,2,12,13,16,22,32,7
1365,110014,2021-02-18,4,21,24,26,34,35,8
1366,110015,2021-02-22,7,13,14,17,21,27,6
1367,110016,2021-02-25,3,4,6,16,32,34,3
1368,110017,2021-03-01,5,9,10,21,32,38,7
1369,110018,2021-03-04,2,11,18,30,31,32,6
1370,110019,2021-03-08,3,9,19,23,25,31,1
1371,110020,2021-03-11,7,17,21,27,30,31,5
1372,110021,2021-03-15,3,7,14,19,26,33,2
1373,110022,2021-03-18,2,14,17,18,19,28,4
1374,110023,2021-03-22,7,14,27,31,33,36,2
1375,110024,2021-03-25,4,5,12,17,29,32,7
1376,110025,2021-03-29,2,11,18,23,26,37,2
1377,110026,2021-04-01,5,11,16,17,22,26,4
1378,110027,2021-04-05,2,4,5,11,24,32,1
1379,110028,2021-04-08,5,6,11,14,34,37,2
1380,110029,2021-04-12,15,16,19,21,24,27,2
1381,110030,2021-04-15,13,16,27,30,31,36,3
1382,110031,2021-04-19,2,8,18,22,26,32,1
1383,110032,2021-04-22,1,4,6,24,27,37,4
1384,110033,2021-04-26,1,12,24,25,31,34,6
1385,110034,2021-04-29,5,13,16,18,29,34,4
1386,110035,2021-05-03,8,16,21,26,31,37,7
1387,110036,2021-05-06,6,9,11,23,26,35,8
1388,110037,2021-05-10,3,14,22,25,28,30,8
1389,110038,2021-05-13,5,6,7,13,19,28,4
1390,110039,2021-05-17,1,4,7,12,25,26,6
1391,110040,2021-05-20,3,14,15,22,25,36,4
1392,110041,2021-05-24,5,11,14,19,33,38,2
1393,110042,2021-05-27,4,7,11,23,24,34,6
1394,110043,2021-05-31,2,5,7,10,16,36,1
1395,110044,2021-06-03,7,13,20,25,32,37,7
1396,110045,2021-06-07,5,7,10,23,28,30,7
1397,110046,2021-06-10,2,18,20,28,31,32,5
1398,110047,2021-06-14,6,8,16,27,28,38,4
1399,110048,2021-06-17,4,14,18,32,35,38,1
1400,110049,2021-06-21,2,8,10,24,37,38,2
1401,110050,2021-06-24,7,11,15,23,31,34,1
1402,110051,2021-06-28,2,6,13,16,26,28,3
1403,110052,2021-07-01,8,16,19,29,34,35,3
1404,110053,2021-07-05,4,10,11,17,18,24,1
1405,110054,2021-07-08,1,4,13,14,31,38,3
1406,110055,2021-07-12,7,15,21,22,29,36,5
1407,110056,2021-07-15,19,20,27,29,31,37,1
1408,110057,2021-07-19,1,7,9,11,12,15,6
1409,110058,2021-07-22,4,5,10,19,29,31,1
1410,110059,2021-07-26,12,19,20,26,27,34,8
1411,110060,2021-07-29,10,14,22,23,32,35,3
1412,110061,2021-08-02,10,11,23,25,30,37,5
1413,110062,2021-08-05,1,3,4,7,26,28,8
1414,110063,2021-08-09,6,10,23,29,35,38,1
1415,110064,2021-08-12,10,22,28,32,34,36,1
1416,110065,2021-08-16,2,14,16,24,27,29,7
1417,110066,2021-08-19,3,10,13,29,37,38,2
1418,110067,2021-08-23,8,9,19,23,24,35,1
1419,110068,2021-08-26,18,22,25,27,31,35,1
1420,110069,2021-08-30,3,6,11,14,17,30,8
1421,110070,2021-09-02,9,12,13,19,27,38,6
1422,110071,2021-09-06,2,6,12,15,26,28,8
1423,110072,2021-09-09,1,2,5,26,29,33,4
1424,110073,2021-09-13,2,3,14,33,37,38,2
1425,110074,2021-09-16,8,14,16,22,29,38,3
1426,110075,2021-09-20,4,13,20,24,26,31,2
1427,110076,2021-09-23,2,20,21,35,36,37,3
1428,110077,2021-09-27,1,14,16,20,28,33,1
1429,110078,2021-09-30,2,10,16,21,27,28,7
1430,110079,2021-10-04,3,5,8,10,14,34,6
1431,110080,2021-10-07,5,7,12,13,15,31,2
1432,110081,2021-10-11,5,12,15,24,33,38,2
1433,110082,2021-10-14,1,16,20,22,31,33,8
1434,110083,2021-10-18,1,2,5,13,24,33,3
1435,110084,2021-10-21,11,12,14,22,33,35,2
1436,110085,2021-10-25,6,10,13,16,29,33,3
1437,110086,2021-10-28,3,10,14,18,27,32,7
1438,110087,2021-11-01,10,16,19,22,32,37,6
1439,110088,2021-11-04,5,9,11,35,37,38,4
1440,110089,2021-11-08,6,8,18,22,30,33,4
1441,110090,2021-11-11,1,2,8,12,33,37,2
1442,110091,2021-11-15,6,9,19,21,29,32,8
1443,110092,2021-11-18,13,21,27,30,33,38,6
1444,110093,2021-11-22,9,13,17,18,19,21,4
1445,110094,2021-11-25,3,6,13,15,18,19,4
1446,110095,2021-11-29,20,21,22,25,30,35,4
1447,110096,2021-12-02,4,8,16,17,25,35,8
1448,110097,2021-12-06,1,2,15,22,23,36,3
1449,110098,2021-12-09,3,5,9,19,26,36,1
1450,110099,2021-12-13,3,10,14,18,28,38,8
1451,110100,2021-12-16,2,3,10,12,15,21,6
1452,110101,2021-12-20,4,6,29,32,34,36,2
1453,110102,2021-12-23,6,8,14,22,26,34,3
1454,110103,2021-12-27,3,15,24,25,33,34,6
1455,110104,2021-12-30,7,18,19,25,28,38,4
1456,111001,2022-01-03,8,14,18,27,30,35,1
1457,111002,2022-01-06,3,5,8,12,30,31,2
1458,111003,2022-01-10,1,6,14,15,28,34,6
1459,111004,2022-01-13,1,8,17,18,26,31,7
1460,111005,2022-01-17,13,15,21,22,23,28,4
1461,111006,2022-01-20,2,5,9,23,29,38,2
1462,111007,2022-01-24,6,11,14,28,31,37,7
1463,111008,2022-01-27,12,16,19,24,25,38,8
1464,111009,2022-01-31,3,7,18,21,23,37,6
1465,111010,2022-02-03,11,13,19,22,27,28,3
1466,111011,2022-02-07,9,13,21,27,35,38,2
1467,111012,2022-02-10,6,10,22,23,30,34,1
1468,111013,2022-02-14,4,8,19,29,30,36,4
1469,111014,2022-02-17,8,19,21,27,28,37,2
1470,111015,2022-02-21,5,13,16,28,36,37,1
1471,111016,2022-02-24,1,4,18,24,25,32,5
1472,111017,2022-02-28,7,14,27,28,30,32,6
1473,111018,2022-03-03,16,18,21,22,23,30,4
1474,111019,2022-03-07,3,12,19,26,28,31,2
1475,111020,2022-03-10,5,21,25,27,30,35,4
1476,111021,2022-03-14,4,8,12,14,15,17,3
1477,111022,2022-03-17,6,8,12,21,29,32,3
1478,111023,2022-03-21,1,10,11,20,23,24,4
1479,111024,2022-03-24,8,12,15,20,29,34,4
1480,111025,2022-03-28,3,4,12,21,25,30,7
1481,111026,2022-03-31,8,11,29,31,36,38,7
1482,111027,2022-04-04,10,13,19,25,26,38,2
1483,111028,2022-04-07,1,15,21,31,37,38,5
1484,111029,2022-04-11,1,4,5,26,35,38,4
1485,111030,2022-04-14,9,12,27,28,31,33,2
1486,111031,2022-04-18,1,5,8,9,22,38,3
1487,111032,2022-04-21,1,18,28,31,33,35,3
1488,111033,2022-04-25,2,3,25,26,36,38,1
1489,111034,2022-04-28,3,12,22,23,29,36,6
1490,111035,2022-05-02,3,12,20,25,28,35,2
1491,111036,2022-05-05,6,10,19,23,34,38,3
1492,111037,2022-05-09,3,12,16,17,21,34,6
1493,111038,2022-05-12,1,2,13,21,26,34,6
1494,111039,2022-05-16,3,5,15,17,29,31,6
1495,111040,2022-05-19,17,19,20,26,27,38,5
1496,111041,2022-05-23,14,15,17,24,27,31,2
1497,111042,2022-05-26,9,13,17,25,32,35,1
1498,111043,2022-05-30,1,2,8,27,32,33,5
1499,111044,2022-06-02,2,14,16,34,36,37,8
1500,111045,2022-06-06,4,12,13,27,29,32,7
1501,111046,2022-06-09,3,6,11,12,22,28,5
1502,111047,2022-06-13,12,17,24,31,35,36,3
1503,111048,2022-06-16,7,16,17,22,25,32,7
1504,111049,2022-06-20,3,4,11,17,19,26,5
1505,111050,2022-06-23,1,2,17,32,33,35,4
1506,111051,2022-06-27,4,8,21,29,30,32,6
1507,111052,2022-06-30,1,7,12,17,19,31,7
1508,111053,2022-07-04,2,5,8,10,20,25,7
1509,111054,2022-07-07,1,3,7,20,28,37,1
1510,111055,2022-07-11,5,11,17,19,23,37,7
1511,111056,2022-07-14,1,6,7,8,10,30,7
1512,111057,2022-07-18,7,10,15,17,30,33,8
1513,111058,2022-07-21,6,11,15,23,27,37,6
1514,111059,2022-07-25,8,9,14,17,25,29,1
1515,111060,2022-07-28,13,15,17,20,31,35,5
1516,111061,2022-08-01,5,7,10,21,25,31,2
1517,111062,2022-08-04,11,20,24,29,33,35,6
1518,111063,2022-08-08,2,8,12,17,32,36,3
1519,111064,2022-08-11,5,14,16,33,35,38,4
1520,111065,2022-08-15,7,10,12,16,18,28,1
1521,111066,2022-08-18,4,5,16,28,29,35,4
1522,111067,2022-08-22,2,4,9,19,22,30,2
1523,111068,2022-08-25,8,11,13,27,28,38,5
1524,111069,2022-08-29,4,10,12,21,27,29,4
1525,111070,2022-09-01,3,9,16,21,23,24,3
1526,111071,2022-09-05,7,17,21,25,31,38,3
1527,111072,2022-09-08,2,6,18,21,30,38,4
1528,111073,2022-09-12,2,4,14,16,23,29,4
1529,111074,2022-09-15,2,9,28,29,31,36,1
1530,111075,2022-09-19,7,13,25,27,31,38,3
1531,111076,2022-09-22,16,19,26,30,31,36,2
1532,111077,2022-09-26,3,10,14,16,17,20,5
1533,111078,2022-09-29,1,10,17,22,27,35,1
1534,111079,2022-10-03,1,7,17,18,23,28,5
1535,111080,2022-10-06,10,15,21,23,26,36,4
1536,111081,2022-10-10,6,13,21,24,27,33,1
1537,111082,2022-10-13,1,9,17,19,21,24,5
1538,111083,2022-10-17,1,13,18,27,32,33,6
1539,111084,2022-10-20,2,6,9,10,24,33,2
1540,111085,2022-10-24,7,9,15,27,29,30,4
1541,111086,2022-10-27,12,16,20,22,29,36,5
1542,111087,2022-10-31,2,10,20,25,29,36,6
1543,111088,2022-11-03,1,6,11,16,29,35,1
1544,111089,2022-11-07,7,9,10,17,18,22,8
1545,111090,2022-11-10,9,12,19,31,32,35,8
1546,111091,2022-11-14,10,15,17,21,29,30,5
1547,111092,2022-11-17,3,12,20,28,32,34,8
1548,111093,2022-11-21,15,19,23,25,26,35,2
1549,111094,2022-11-24,8,10,11,23,32,37,6
1550,111095,2022-11-28,4,7,9,13,19,36,7
1551,111096,2022-12-01,5,6,12,15,17,20,8
1552,111097,2022-12-05,14,16,22,26,30,35,2
1553,111098,2022-12-08,8,12,14,15,21,25,4
1554,111099,2022-12-12,6,12,20,24,25,26,4
1555,111100,2022-12-15,7,16,21,23,29,34,3
1556,111101,2022-12-19,1,3,7,11,13,20,5
1557,111102,2022-12-22,13,19,23,33,36,37,4
1558,111103,2022-12-26,4,9,14,21,29,31,6
1559,111104,2022-12-29,2,19,21,28,29,35,4
1560,112001,2023-01-02,3,4,5,27,28,35,8
1561,112002,2023-01-05,4,11,15,18,25,36,5
1562,112003,2023-01-09,9,10,17,24,31,37,3
1563,112004,2023-01-12,4,8,20,22,34,36,3
1564,112005,2023-01-16,3,11,13,17,23,38,8
1565,112006,2023-01-19,3,10,14,15,25,33,8
1566,112007,2023-01-23,7,15,17,23,33,38,1
1567,112008,2023-01-26,3,11,22,23,28,36,7
1568,112009,2023-01-30,10,11,23,27,28,34,3
1569,112010,2023-02-02,9,14,15,20,35,38,5
1570,112011,2023-02-06,4,6,9,11,23,26,5
1571,112012,2023-02-09,1,2,24,27,33,37,2
1572,112013,2023-02-13,8,10,15,18,23,28,5
1573,112014,2023-02-16,5,6,18,25,32,38,1
1574,112015,2023-02-20,2,8,16,22,24,27,8
1575,112016,2023-02-23,10,19,26,30,33,34,4
1576,112017,2023-02-27,1,3,6,10,17,20,8
1577,112018,2023-03-02,3,12,18,26,27,34,4
1578,112019,2023-03-06,2,13,17,20,25,28,6
1579,112020,2023-03-09,17,25,29,35,37,38,7
1580,112021,2023-03-13,10,11,16,21,30,34,3
1581,112022,2023-03-16,3,6,16,21,22,23,1
1582,112023,2023-03-20,6,9,20,29,36,38,3
