ID,Period,Date,First,Second,Third,Fourth,Fifth,Sixth,Special
532,102016,2013-02-25,1,6,14,20,32,35,5
533,102017,2013-02-28,10,12,16,19,26,32,5
534,102018,2013-03-04,2,5,16,24,28,37,2
535,102019,2013-03-07,12,15,20,29,32,35,5
536,102020,2013-03-11,3,9,12,14,22,25,2
537,102021,2013-03-14,2,8,11,15,26,34,6
538,102022,2013-03-18,3,4,10,14,16,31,4
539,102023,2013-03-21,9,16,24,34,35,37,5
540,102024,2013-03-25,2,11,15,17,30,36,1
541,102025,2013-03-28,1,6,10,15,19,34,7
542,102026,2013-04-01,1,4,6,12,35,37,6
543,102027,2013-04-04,1,7,30,31,33,38,5
544,102028,2013-04-08,7,9,10,30,33,34,8
545,102029,2013-04-11,2,7,19,27,28,36,7
546,102030,2013-04-15,11,13,19,20,28,29,6
547,102031,2013-04-18,3,15,22,23,25,30,5
548,102032,2013-04-22,13,16,22,24,29,36,5
549,102033,2013-04-25,7,9,18,21,24,37,6
550,102034,2013-04-29,14,16,20,23,27,30,8
551,102035,2013-05-02,4,10,21,26,29,37,3
552,102036,2013-05-06,5,7,11,12,24,28,8
553,102037,2013-05-09,3,6,9,15,21,30,5
554,102038,2013-05-13,5,6,12,27,29,33,1
555,102039,2013-05-16,7,8,14,24,31,34,8
556,102040,2013-05-20,8,12,16,27,33,36,3
557,102041,2013-05-23,10,21,27,31,33,35,7
558,102042,2013-05-27,4,7,17,32,33,37,7
559,102043,2013-05-30,7,13,22,23,31,33,1
560,102044,2013-06-03,6,26,34,35,36,37,3
561,102045,2013-06-06,8,9,17,22,34,37,8
562,102046,2013-06-10,3,9,16,30,32,37,5
563,102047,2013-06-13,14,21,32,34,37,38,3
564,102048,2013-06-17,19,22,23,25,29,38,1
565,102049,2013-06-20,1,2,7,11,13,24,3
566,102050,2013-06-24,12,15,22,24,33,37,6
567,102051,2013-06-27,4,7,8,14,35,36,3
568,102052,2013-07-01,4,7,11,15,24,37,7
569,102053,2013-07-04,6,7,9,13,25,26,4
570,102054,2013-07-08,4,15,19,21,32,38,6
571,102055,2013-07-11,1,9,21,28,30,35,7
572,102056,2013-07-15,1,5,8,20,23,25,8
573,102057,2013-07-18,1,2,6,12,30,36,3
574,102058,2013-07-22,3,19,24,33,34,36,1
575,102059,2013-07-25,8,11,20,22,23,37,6
576,102060,2013-07-29,2,6,13,18,22,25,6
577,102061,2013-08-01,6,15,19,20,31,34,2
578,102062,2013-08-05,12,14,18,27,28,34,5
579,102063,2013-08-08,2,4,7,8,16,27,6
580,102064,2013-08-12,5,19,20,22,23,30,2
581,102065,2013-08-15,3,7,17,20,28,29,5
582,102066,2013-08-19,5,8,9,18,26,34,8
583,102067,2013-08-22,1,4,14,17,28,34,5
584,102068,2013-08-26,2,4,9,17,35,38,5
585,102069,2013-08-29,3,5,6,28,31,37,6
586,102070,2013-09-02,2,8,13,20,21,29,8
587,102071,2013-09-05,7,10,15,22,32,38,2
588,102072,2013-09-09,2,10,21,26,31,32,8
589,102073,2013-09-12,2,3,8,18,30,37,7
590,102074,2013-09-16,1,5,6,7,22,26,7
591,102075,2013-09-19,6,18,21,22,33,38,4
592,102076,2013-09-23,12,18,19,24,25,28,5
593,102077,2013-09-26,4,5,7,18,30,37,1
594,102078,2013-09-30,2,4,7,16,21,38,7
595,102079,2013-10-03,4,8,15,25,29,32,1
596,102080,2013-10-07,1,6,23,24,25,36,4
597,102081,2013-10-10,7,12,25,31,34,36,5
598,102082,2013-10-14,2,14,25,27,29,38,3
599,102083,2013-10-17,2,3,7,17,26,31,8
600,102084,2013-10-21,6,10,16,23,24,30,8
601,102085,2013-10-24,11,13,15,30,33,36,3
602,102086,2013-10-28,4,10,13,14,29,30,7
603,102087,2013-10-31,1,4,6,16,32,38,3
604,102088,2013-11-04,5,7,22,28,31,36,3
605,102089,2013-11-07,1,9,11,13,19,27,5
606,102090,2013-11-11,8,11,13,16,22,24,7
607,102091,2013-11-14,12,18,21,28,36,38,1
608,102092,2013-11-18,3,6,10,31,35,37,1
609,102093,2013-11-21,5,15,21,23,27,35,7
610,102094,2013-11-25,4,12,25,30,33,35,2
611,102095,2013-11-28,16,17,18,28,35,37,4
612,102096,2013-12-02,3,5,28,31,32,35,1
613,102097,2013-12-05,5,8,20,22,31,35,7
614,102098,2013-12-09,5,7,14,15,34,38,1
615,102099,2013-12-12,1,8,25,28,34,38,6
616,102100,2013-12-16,4,14,21,22,26,32,7
617,102101,2013-12-19,4,6,13,26,36,38,8
618,102102,2013-12-23,8,10,12,21,30,33,1
619,102103,2013-12-26,2,12,13,21,22,26,4
620,102104,2013-12-30,6,31,32,34,35,37,4
621,103001,2014-01-02,8,10,19,27,28,37,3
622,103002,2014-01-06,7,8,12,18,23,31,2
623,103003,2014-01-09,4,22,23,31,34,35,1
624,103004,2014-01-13,3,4,23,24,26,30,2
625,103005,2014-01-16,13,14,23,34,37,38,7
626,103006,2014-01-20,4,9,21,23,36,37,3
627,103007,2014-01-23,12,26,28,29,31,32,6
628,103008,2014-01-27,8,20,26,28,36,38,8
629,103009,2014-01-30,6,10,11,14,16,30,1
630,103010,2014-02-03,17,19,21,24,28,37,6
631,103011,2014-02-06,2,8,25,29,35,36,2
632,103012,2014-02-10,13,20,25,27,28,33,1
633,103013,2014-02-13,6,8,16,20,35,36,8
634,103014,2014-02-17,8,12,14,17,33,37,5
635,103015,2014-02-20,1,3,10,13,18,30,1
636,103016,2014-02-24,10,15,23,27,29,36,5
637,103017,2014-02-27,4,8,20,21,23,26,5
638,103018,2014-03-03,1,5,9,13,28,37,5
639,103019,2014-03-06,8,13,15,20,27,28,4
640,103020,2014-03-10,11,18,22,27,28,29,4
641,103021,2014-03-13,11,15,19,21,27,30,4
642,103022,2014-03-17,2,12,15,22,27,28,5
643,103023,2014-03-20,1,8,18,25,35,37,5
644,103024,2014-03-24,6,14,24,31,35,37,1
645,103025,2014-03-27,4,15,19,22,37,38,5
646,103026,2014-03-31,2,8,15,16,17,30,6
647,103027,2014-04-03,2,13,22,25,27,33,8
648,103028,2014-04-07,5,21,25,28,32,38,5
649,103029,2014-04-10,6,10,14,15,18,24,7
650,103030,2014-04-14,6,22,31,32,33,38,4
651,103031,2014-04-17,1,6,17,19,27,30,6
652,103032,2014-04-21,9,12,13,24,25,34,5
653,103033,2014-04-24,8,14,19,21,30,31,2
654,103034,2014-04-28,1,4,18,26,30,36,1
655,103035,2014-05-01,2,4,5,11,32,33,8
656,103036,2014-05-05,16,24,25,31,32,33,5
657,103037,2014-05-08,9,10,14,19,28,29,8
658,103038,2014-05-12,1,2,5,8,9,29,1
659,103039,2014-05-15,7,9,21,28,33,35,8
660,103040,2014-05-19,1,16,22,31,33,36,4
661,103041,2014-05-22,9,12,20,34,36,37,3
662,103042,2014-05-26,2,9,10,19,22,32,5
663,103043,2014-05-29,18,19,22,27,32,35,2
664,103044,2014-06-02,7,11,14,20,31,34,7
665,103045,2014-06-05,8,10,12,19,20,37,1
666,103046,2014-06-09,4,5,14,18,21,33,2
667,103047,2014-06-12,4,14,19,22,27,30,5
668,103048,2014-06-16,3,11,24,27,29,37,1
669,103049,2014-06-19,10,11,16,24,29,30,1
670,103050,2014-06-23,4,14,18,19,26,34,3
671,103051,2014-06-26,4,12,19,24,27,30,7
672,103052,2014-06-30,4,14,21,25,28,29,2
673,103053,2014-07-03,8,10,14,22,31,36,4
674,103054,2014-07-07,4,10,14,30,32,33,8
675,103055,2014-07-10,1,2,10,21,22,31,8
676,103056,2014-07-14,1,18,25,26,37,38,6
677,103057,2014-07-17,16,20,21,27,29,37,3
678,103058,2014-07-21,1,3,4,10,13,37,1
679,103059,2014-07-24,6,17,25,29,35,36,1
680,103060,2014-07-28,5,11,15,16,23,35,1
681,103061,2014-07-31,1,15,17,31,33,38,2
682,103062,2014-08-04,5,10,18,26,28,33,2
683,103063,2014-08-07,17,18,23,25,26,36,5
684,103064,2014-08-11,14,16,25,27,29,36,7
685,103065,2014-08-14,4,11,12,16,19,23,6
686,103066,2014-08-18,10,12,18,31,34,37,5
687,103067,2014-08-21,18,22,23,25,32,36,6
688,103068,2014-08-25,3,5,10,20,26,30,6
689,103069,2014-08-28,1,15,23,24,26,29,5
690,103070,2014-09-01,5,14,22,23,26,32,8
691,103071,2014-09-04,1,8,10,14,24,26,1
692,103072,2014-09-08,5,18,19,21,31,37,8
693,103073,2014-09-11,5,7,15,25,29,37,8
694,103074,2014-09-15,3,14,15,20,21,28,8
695,103075,2014-09-18,5,10,15,23,24,35,6
696,103076,2014-09-22,8,15,18,23,31,37,8
697,103077,2014-09-25,10,12,22,26,28,36,8
698,103078,2014-09-29,2,8,15,27,28,36,7
699,103079,2014-10-02,4,12,13,26,31,33,6
700,103080,2014-10-06,15,20,22,25,33,35,7
701,103081,2014-10-09,2,6,7,8,9,38,8
702,103082,2014-10-13,3,19,26,30,33,35,2
703,103083,2014-10-16,9,11,12,20,24,30,2
704,103084,2014-10-20,11,21,25,30,34,37,1
705,103085,2014-10-23,8,12,27,28,35,38,6
706,103086,2014-10-27,7,9,10,24,37,38,8
707,103087,2014-10-30,6,8,9,10,27,34,6
708,103088,2014-11-03,2,6,8,11,26,38,7
709,103089,2014-11-06,5,15,19,20,32,36,3
710,103090,2014-11-10,1,6,14,17,31,34,8
711,103091,2014-11-13,12,14,15,17,27,35,6
712,103092,2014-11-17,5,6,13,24,32,34,1
713,103093,2014-11-20,12,17,30,31,33,35,4
714,103094,2014-11-24,3,5,19,22,24,32,2
715,103095,2014-11-27,1,2,21,29,33,36,8
716,103096,2014-12-01,1,2,7,14,19,31,7
717,103097,2014-12-04,2,5,7,11,22,36,6
718,103098,2014-12-08,11,20,24,27,35,38,8
719,103099,2014-12-11,7,12,13,21,24,28,6
720,103100,2014-12-15,5,10,11,15,36,38,6
721,103101,2014-12-18,1,5,18,20,26,29,5
722,103102,2014-12-22,1,4,5,13,19,37,2
723,103103,2014-12-25,3,6,10,14,23,36,1
724,103104,2014-12-29,2,4,9,10,11,37,2
725,104001,2015-01-01,1,3,5,11,17,21,2
726,104002,2015-01-05,1,6,15,23,26,34,6
727,104003,2015-01-08,3,13,17,29,36,38,7
728,104004,2015-01-12,16,25,30,35,36,37,5
729,104005,2015-01-15,1,3,16,28,29,37,2
730,104006,2015-01-19,4,8,9,21,32,33,2
731,104007,2015-01-22,14,18,26,27,30,36,5
732,104008,2015-01-26,4,12,24,25,33,38,4
733,104009,2015-01-29,1,4,14,18,29,30,8
734,104010,2015-02-02,1,4,17,24,26,27,7
735,104011,2015-02-05,3,10,16,25,29,37,1
736,104012,2015-02-09,1,3,4,15,16,34,2
737,104013,2015-02-12,7,8,10,25,33,36,3
738,104014,2015-02-16,4,5,7,23,24,30,2
739,104015,2015-02-19,4,12,13,15,23,38,4
740,104016,2015-02-23,5,13,31,34,35,38,2
741,104017,2015-02-26,8,21,22,26,32,37,4
742,104018,2015-03-02,9,11,12,21,31,36,7
743,104019,2015-03-05,2,4,8,13,24,26,2
744,104020,2015-03-09,3,12,16,18,21,36,3
745,104021,2015-03-12,1,2,14,22,27,30,1
746,104022,2015-03-16,5,8,20,22,30,34,8
747,104023,2015-03-19,6,17,30,34,35,38,2
748,104024,2015-03-23,10,12,17,18,27,32,5
749,104025,2015-03-26,6,14,24,26,36,38,3
750,104026,2015-03-30,1,8,10,19,23,24,5
751,104027,2015-04-02,1,8,12,18,19,37,5
752,104028,2015-04-06,1,7,20,22,25,32,8
753,104029,2015-04-09,2,6,11,12,15,28,2
754,104030,2015-04-13,5,12,20,23,32,37,2
755,104031,2015-04-16,3,8,26,28,29,35,3
756,104032,2015-04-20,11,21,22,24,25,26,6
757,104033,2015-04-23,9,11,15,25,28,38,3
758,104034,2015-04-27,2,12,14,26,34,37,2
759,104035,2015-04-30,12,13,23,26,32,35,4
760,104036,2015-05-04,6,8,13,16,25,33,3
761,104037,2015-05-07,7,13,18,24,26,27,6
762,104038,2015-05-11,3,5,10,23,30,31,4
763,104039,2015-05-14,10,15,16,22,30,35,5
764,104040,2015-05-18,5,6,13,17,23,38,8
765,104041,2015-05-21,1,6,12,15,25,37,2
766,104042,2015-05-25,4,7,11,25,30,38,4
767,104043,2015-05-28,19,21,22,25,31,33,1
768,104044,2015-06-01,2,23,25,32,34,37,6
769,104045,2015-06-04,3,15,21,24,33,35,2
770,104046,2015-06-08,6,10,11,13,19,28,1
771,104047,2015-06-11,9,24,26,27,37,38,6
772,104048,2015-06-15,4,7,8,25,31,35,8
773,104049,2015-06-18,5,8,13,17,21,38,5
774,104050,2015-06-22,3,5,11,19,26,27,2
775,104051,2015-06-25,3,8,10,17,27,37,8
776,104052,2015-06-29,7,24,25,26,27,29,7
777,104053,2015-07-02,7,23,29,31,36,37,8
778,104054,2015-07-06,7,11,12,14,22,27,3
779,104055,2015-07-09,3,4,15,27,32,36,5
780,104056,2015-07-13,1,12,17,27,29,31,6
781,104057,2015-07-16,1,2,7,24,31,38,8
782,104058,2015-07-20,13,16,28,33,35,37,8
783,104059,2015-07-23,2,3,11,16,18,29,4
784,104060,2015-07-27,4,7,23,26,30,36,7
785,104061,2015-07-30,3,9,11,16,23,24,4
786,104062,2015-08-03,17,18,28,30,36,38,4
787,104063,2015-08-06,6,8,9,14,22,24,3
788,104064,2015-08-10,6,16,18,20,24,38,7
789,104065,2015-08-13,6,13,25,27,29,33,1
790,104066,2015-08-17,15,19,23,27,28,33,2
791,104067,2015-08-20,3,7,20,21,24,33,8
792,104068,2015-08-24,13,17,18,22,29,31,3
793,104069,2015-08-27,2,17,23,27,30,34,1
794,104070,2015-08-31,12,15,24,31,36,37,6
795,104071,2015-09-03,3,4,5,15,16,33,6
796,104072,2015-09-07,7,24,25,28,31,34,3
797,104073,2015-09-10,15,22,25,26,32,34,4
798,104074,2015-09-14,9,19,21,23,27,37,8
799,104075,2015-09-17,9,11,24,27,34,35,4
800,104076,2015-09-21,1,2,5,11,25,33,4
801,104077,2015-09-24,3,5,13,16,24,26,3
802,104078,2015-09-28,5,12,13,22,27,30,8
803,104079,2015-10-01,2,6,14,16,23,31,3
804,104080,2015-10-05,20,22,30,32,36,37,1
805,104081,2015-10-08,7,9,10,16,19,22,8
806,104082,2015-10-12,4,19,23,31,33,35,2
807,104083,2015-10-15,9,10,24,31,35,36,7
808,104084,2015-10-19,4,17,25,27,32,37,1
809,104085,2015-10-22,4,8,16,24,26,33,6
810,104086,2015-10-26,2,9,19,20,31,32,7
811,104087,2015-10-29,3,10,11,18,19,33,5
812,104088,2015-11-02,3,14,21,25,28,36,3
813,104089,2015-11-05,1,11,12,20,24,37,8
814,104090,2015-11-09,6,7,13,26,28,33,5
815,104091,2015-11-12,1,2,13,15,29,33,3
816,104092,2015-11-16,2,9,15,20,22,23,5
817,104093,2015-11-19,3,5,27,28,35,37,5
818,104094,2015-11-23,1,5,9,15,19,22,5
819,104095,2015-11-26,3,4,5,7,19,38,4
820,104096,2015-11-30,4,13,20,27,33,38,1
821,104097,2015-12-03,7,8,17,19,20,30,2
822,104098,2015-12-07,13,19,20,23,32,34,4
823,104099,2015-12-10,11,12,26,30,32,34,8
824,104100,2015-12-14,2,6,7,9,16,25,1
825,104101,2015-12-17,6,8,13,15,17,29,5
826,104102,2015-12-21,1,6,11,14,20,38,5
827,104103,2015-12-24,13,17,23,27,29,34,5
828,104104,2015-12-28,5,11,12,26,30,37,5
829,104105,2015-12-31,3,13,22,26,31,37,6
830,105001,2016-01-04,11,13,18,26,28,29,7
831,105002,2016-01-07,5,14,28,34,35,38,6
832,105003,2016-01-11,19,27,33,34,35,36,4
833,105004,2016-01-14,9,11,13,17,27,34,6
834,105005,2016-01-18,1,16,17,29,30,32,7
835,105006,2016-01-21,6,15,18,22,34,35,3
836,105007,2016-01-25,20,23,24,25,29,32,8
837,105008,2016-01-28,3,9,23,26,30,36,5
838,105009,2016-02-01,3,19,20,26,32,34,8
839,105010,2016-02-04,7,13,22,32,34,37,7
840,105011,2016-02-09,1,4,8,11,19,23,3
841,105012,2016-02-11,1,16,20,25,30,33,1
842,105013,2016-02-15,3,7,9,20,28,32,5
843,105014,2016-02-18,8,20,23,27,36,37,4
844,105015,2016-02-22,4,12,19,23,30,33,5
845,105016,2016-02-25,10,15,18,28,29,33,5
846,105017,2016-02-29,1,9,15,17,18,38,6
847,105018,2016-03-03,3,11,12,22,24,27,6
848,105019,2016-03-07,10,11,14,24,34,38,3
849,105020,2016-03-10,6,16,21,32,35,38,7
850,105021,2016-03-14,3,6,7,13,17,28,3
851,105022,2016-03-17,7,9,19,26,28,31,8
852,105023,2016-03-21,9,10,19,25,27,32,5
853,105024,2016-03-24,3,8,16,24,31,38,6
854,105025,2016-03-28,4,8,14,16,27,34,2
855,105026,2016-03-31,2,7,11,25,26,28,4
856,105027,2016-04-04,2,8,14,16,29,37,6
857,105028,2016-04-07,3,6,26,29,33,36,5
858,105029,2016-04-11,2,15,21,23,31,36,1
859,105030,2016-04-14,15,22,28,29,30,38,7
860,105031,2016-04-18,4,8,12,17,21,35,8
861,105032,2016-04-21,13,15,16,23,27,30,2
862,105033,2016-04-25,7,8,10,21,27,34,4
863,105034,2016-04-28,1,6,8,15,24,37,7
864,105035,2016-05-02,9,15,17,18,22,28,6
865,105036,2016-05-05,2,9,14,16,18,19,6
866,105037,2016-05-09,4,14,20,30,37,38,4
867,105038,2016-05-12,1,12,15,19,22,32,5
868,105039,2016-05-16,9,11,21,27,28,38,4
869,105040,2016-05-19,1,10,16,23,30,32,2
870,105041,2016-05-23,3,11,14,15,35,38,2
871,105042,2016-05-26,3,5,12,24,25,28,6
872,105043,2016-05-30,3,12,17,27,28,38,4
873,105044,2016-06-02,11,16,17,33,34,38,8
874,105045,2016-06-06,6,13,14,24,29,38,8
875,105046,2016-06-09,10,12,24,27,35,38,6
876,105047,2016-06-13,3,10,14,21,23,36,3
877,105048,2016-06-16,2,9,11,19,31,35,4
878,105049,2016-06-20,2,6,7,9,21,32,4
879,105050,2016-06-23,5,8,12,15,31,33,5
880,105051,2016-06-27,14,18,19,26,27,29,6
881,105052,2016-06-30,6,16,22,23,31,34,8
882,105053,2016-07-04,1,21,29,31,33,34,2
883,105054,2016-07-07,2,5,11,17,23,27,2
884,105055,2016-07-11,5,10,14,31,34,38,2
885,105056,2016-07-14,7,25,27,31,36,37,7
886,105057,2016-07-18,1,9,14,26,30,37,6
887,105058,2016-07-21,13,20,22,23,29,38,8
888,105059,2016-07-25,5,6,14,26,31,38,6
889,105060,2016-07-28,3,6,8,17,21,37,1
890,105061,2016-08-01,1,18,22,26,35,38,2
891,105062,2016-08-04,6,14,17,18,32,38,2
892,105063,2016-08-08,1,2,12,16,21,35,3
893,105064,2016-08-11,1,22,31,33,35,37,3
894,105065,2016-08-15,5,8,14,28,30,38,5
895,105066,2016-08-18,1,8,17,22,24,26,6
896,105067,2016-08-22,12,16,23,26,29,33,7
897,105068,2016-08-25,1,13,30,31,33,37,8
898,105069,2016-08-29,7,8,23,29,32,34,5
899,105070,2016-09-01,10,14,18,21,29,37,5
900,105071,2016-09-05,4,7,21,25,35,37,4
901,105072,2016-09-08,10,18,21,27,31,33,3
902,105073,2016-09-12,9,11,13,23,33,36,3
903,105074,2016-09-15,3,4,6,17,29,37,7
904,105075,2016-09-19,7,8,12,15,18,31,6
905,105076,2016-09-22,14,15,19,24,25,37,6
906,105077,2016-09-26,5,10,11,20,22,36,6
907,105078,2016-09-29,2,6,13,20,28,37,2
908,105079,2016-10-03,2,7,26,27,32,36,2
909,105080,2016-10-06,5,7,14,19,33,34,3
910,105081,2016-10-10,7,11,20,29,34,38,4
911,105082,2016-10-13,2,5,6,10,33,36,3
912,105083,2016-10-17,1,6,10,20,23,35,6
913,105084,2016-10-20,4,13,19,23,24,29,5
914,105085,2016-10-24,1,5,6,8,14,27,4
915,105086,2016-10-27,5,11,12,26,31,33,7
916,105087,2016-10-31,10,15,20,24,27,34,8
917,105088,2016-11-03,4,5,14,21,26,36,5
918,105089,2016-11-07,9,19,22,29,30,34,4
919,105090,2016-11-10,1,4,5,15,27,29,4
920,105091,2016-11-14,5,6,13,15,17,30,7
921,105092,2016-11-17,7,8,28,29,37,38,1
922,105093,2016-11-21,10,14,23,28,32,36,2
923,105094,2016-11-24,1,7,10,15,16,28,2
924,105095,2016-11-28,13,18,26,30,32,36,3
925,105096,2016-12-01,5,12,18,27,34,38,5
926,105097,2016-12-05,13,23,30,32,33,35,8
927,105098,2016-12-08,1,8,16,18,22,30,6
928,105099,2016-12-12,5,11,15,20,26,31,4
929,105100,2016-12-15,2,4,9,13,33,36,6
930,105101,2016-12-19,6,9,12,23,28,34,5
931,105102,2016-12-22,9,10,16,29,32,38,6
932,105103,2016-12-26,7,11,22,24,31,36,3
933,105104,2016-12-29,8,11,15,17,21,31,7
934,106001,2017-01-02,4,7,9,21,31,34,2
935,106002,2017-01-05,7,13,18,24,29,37,7
936,106003,2017-01-09,4,8,15,24,35,36,6
937,106004,2017-01-12,2,7,10,17,31,32,3
938,106005,2017-01-16,15,16,18,20,23,24,3
939,106006,2017-01-19,3,7,25,26,35,36,5
940,106007,2017-01-23,2,5,7,8,15,24,7
941,106008,2017-01-26,2,8,16,17,24,38,5
942,106009,2017-01-30,3,7,8,10,18,31,4
943,106010,2017-02-02,1,9,10,20,30,37,3
944,106011,2017-02-06,2,15,20,21,33,34,3
945,106012,2017-02-09,1,3,25,28,30,36,2
946,106013,2017-02-13,4,9,21,22,25,33,7
947,106014,2017-02-16,6,12,14,15,20,24,7
948,106015,2017-02-20,12,16,17,24,35,38,4
949,106016,2017-02-23,1,2,6,11,16,29,7
950,106017,2017-02-27,18,20,25,32,37,38,1
951,106018,2017-03-02,3,8,14,19,28,34,2
952,106019,2017-03-06,6,7,11,23,25,26,4
953,106020,2017-03-09,6,7,18,20,24,32,7
954,106021,2017-03-13,5,13,14,23,30,32,2
955,106022,2017-03-16,2,8,11,15,20,21,2
956,106023,2017-03-20,3,4,27,29,35,38,2
957,106024,2017-03-23,7,8,14,15,18,29,2
958,106025,2017-03-27,5,12,22,34,35,38,2
959,106026,2017-03-30,5,10,12,16,31,37,7
960,106027,2017-04-03,1,13,15,22,26,33,6
961,106028,2017-04-06,1,2,7,33,36,37,5
962,106029,2017-04-10,6,8,10,12,18,38,3
963,106030,2017-04-13,1,7,9,19,30,37,4
964,106031,2017-04-17,2,11,23,24,34,35,4
965,106032,2017-04-20,1,14,16,19,24,35,8
966,106033,2017-04-24,1,6,12,24,25,35,6
967,106034,2017-04-27,4,6,11,18,24,26,4
968,106035,2017-05-01,2,4,7,16,17,23,1
969,106036,2017-05-04,4,9,13,14,19,37,2
970,106037,2017-05-08,3,7,14,17,26,38,7
971,106038,2017-05-11,4,6,12,28,29,37,3
972,106039,2017-05-15,6,11,12,14,27,31,4
973,106040,2017-05-18,1,4,15,17,30,32,3
974,106041,2017-05-22,2,5,10,11,36,38,3
975,106042,2017-05-25,7,15,22,24,26,34,1
976,106043,2017-05-29,1,8,11,13,20,37,1
977,106044,2017-06-01,1,5,8,31,34,35,2
978,106045,2017-06-05,2,4,15,16,25,36,3
979,106046,2017-06-08,1,8,9,11,26,29,4
980,106047,2017-06-12,7,9,15,20,30,31,5
981,106048,2017-06-15,8,13,23,28,34,35,2
982,106049,2017-06-19,6,9,13,21,24,30,5
983,106050,2017-06-22,3,6,12,18,20,35,2
984,106051,2017-06-26,17,19,20,27,31,37,3
985,106052,2017-06-29,4,7,19,20,25,36,8
986,106053,2017-07-03,3,7,8,11,31,32,3
987,106054,2017-07-06,8,12,21,30,34,35,5
988,106055,2017-07-10,5,14,16,21,22,28,5
989,106056,2017-07-13,13,16,18,19,30,33,3
990,106057,2017-07-17,6,10,11,25,32,38,3
991,106058,2017-07-20,9,10,13,15,22,35,3
992,106059,2017-07-24,5,19,25,29,32,34,8
993,106060,2017-07-27,11,15,17,26,29,34,1
994,106061,2017-07-31,1,8,9,29,35,38,1
995,106062,2017-08-03,1,17,18,21,25,37,1
996,106063,2017-08-07,4,6,7,22,25,37,4
997,106064,2017-08-10,1,5,12,22,30,32,8
998,106065,2017-08-14,1,8,13,19,30,35,5
999,106066,2017-08-17,9,11,12,13,24,30,4
1000,106067,2017-08-21,1,3,17,20,26,31,2
1001,106068,2017-08-24,4,12,15,17,22,30,3
1002,106069,2017-08-28,4,10,15,16,17,28,1
1003,106070,2017-08-31,2,5,8,9,14,18,4
1004,106071,2017-09-04,8,10,14,15,18,29,2
1005,106072,2017-09-07,2,3,7,12,14,22,4
1006,106073,2017-09-11,1,3,21,26,32,34,2
1007,106074,2017-09-14,5,13,22,25,26,31,5
1008,106075,2017-09-18,2,4,8,22,26,37,1
1009,106076,2017-09-21,4,6,11,16,18,23,4
1010,106077,2017-09-25,3,4,15,16,24,34,4
1011,106078,2017-09-28,1,4,18,25,34,36,1
1012,106079,2017-10-02,3,13,17,26,34,38,8
1013,106080,2017-10-05,6,7,8,12,28,30,1
1014,106081,2017-10-09,15,17,19,20,24,27,8
1015,106082,2017-10-12,4,17,20,25,27,33,6
1016,106083,2017-10-16,2,7,9,16,17,25,7
1017,106084,2017-10-19,6,8,10,11,12,21,6
1018,106085,2017-10-23,10,11,17,30,33,35,8
1019,106086,2017-10-26,5,7,24,26,34,38,3
1020,106087,2017-10-30,13,14,19,24,32,38,1
1021,106088,2017-11-02,2,9,19,26,29,31,1
1022,106089,2017-11-06,1,9,16,21,27,31,5
1023,106090,2017-11-09,8,18,19,20,23,37,8
1024,106091,2017-11-13,4,15,17,20,25,28,1
1025,106092,2017-11-16,1,11,13,20,21,38,2
1026,106093,2017-11-20,9,16,18,26,30,37,5
1027,106094,2017-11-23,14,17,20,28,29,34,5
1028,106095,2017-11-27,10,13,14,17,20,21,2
1029,106096,2017-11-30,7,8,13,28,29,34,2
1030,106097,2017-12-04,17,19,20,24,26,36,3
1031,106098,2017-12-07,3,4,7,17,20,22,5
1032,106099,2017-12-11,3,10,15,16,23,38,3
1033,106100,2017-12-14,1,6,12,24,25,30,3
1034,106101,2017-12-18,1,3,7,17,24,28,7
1035,106102,2017-12-21,3,8,22,23,24,36,4
1036,106103,2017-12-25,2,10,12,15,16,21,5
1037,106104,2017-12-28,1,14,18,23,28,29,7
1038,107001,2018-01-01,13,15,16,30,32,37,6
1039,107002,2018-01-04,2,12,21,24,34,37,5
1040,107003,2018-01-08,3,6,11,26,31,38,6
1041,107004,2018-01-11,5,8,12,19,25,38,3
1042,107005,2018-01-15,6,13,16,26,32,33,3
1043,107006,2018-01-18,5,11,16,17,23,38,2
1044,107007,2018-01-22,6,9,10,13,28,38,6
1045,107008,2018-01-25,9,14,20,29,36,38,4
1046,107009,2018-01-29,2,8,26,32,33,37,7
1047,107010,2018-02-01,2,13,17,19,26,36,6
1048,107011,2018-02-05,9,10,24,25,27,33,2
1049,107012,2018-02-08,4,6,11,14,18,24,5
1050,107013,2018-02-12,1,6,8,17,25,33,2
1051,107014,2018-02-15,1,8,11,14,15,19,3
1052,107015,2018-02-19,5,8,12,26,30,36,4
1053,107016,2018-02-22,3,5,7,16,18,27,1
1054,107017,2018-02-26,5,6,12,19,26,33,6
1055,107018,2018-03-01,12,22,25,31,32,36,2
1056,107019,2018-03-05,12,13,20,22,31,38,2
1057,107020,2018-03-08,1,12,24,25,31,35,4
1058,107021,2018-03-12,2,8,13,19,22,36,1
1059,107022,2018-03-15,1,4,16,19,24,28,6
1060,107023,2018-03-19,13,16,21,23,34,38,6
1061,107024,2018-03-22,8,13,15,24,33,34,7
1062,107025,2018-03-26,11,13,14,15,22,32,2
1063,107026,2018-03-29,8,13,14,19,24,36,2
1064,107027,2018-04-02,9,18,22,28,29,30,2
1065,107028,2018-04-05,6,15,19,34,37,38,3
