ID,Period,Date,First,Second,Third,Fourth,Fifth,Sixth,Special
531,102015,2013-02-21,32,24,21,38,37,35,5
532,102016,2013-02-25,6,1,35,20,32,14,5
533,102017,2013-02-28,12,16,10,19,32,26,5
534,102018,2013-03-04,16,28,2,24,5,37,2
535,102019,2013-03-07,35,20,12,32,15,29,5
536,102020,2013-03-11,3,14,25,22,9,12,2
537,102021,2013-03-14,11,8,2,34,26,15,6
538,102022,2013-03-18,4,3,31,16,10,14,4
539,102023,2013-03-21,9,16,35,37,24,34,5
540,102024,2013-03-25,15,36,11,17,2,30,1
541,102025,2013-03-28,15,6,1,19,10,34,7
542,102026,2013-04-01,4,37,1,6,12,35,6
543,102027,2013-04-04,33,38,31,30,7,1,5
544,102028,2013-04-08,30,33,34,10,9,7,8
545,102029,2013-04-11,28,27,2,36,19,7,7
546,102030,2013-04-15,19,13,11,28,29,20,6
547,102031,2013-04-18,15,25,23,30,3,22,5
548,102032,2013-04-22,29,16,36,22,13,24,5
549,102033,2013-04-25,18,9,7,24,21,37,6
550,102034,2013-04-29,23,16,30,20,27,14,8
551,102035,2013-05-02,29,21,26,10,37,4,3
552,102036,2013-05-06,24,7,28,11,5,12,8
553,102037,2013-05-09,9,3,6,21,15,30,5
554,102038,2013-05-13,12,5,27,6,33,29,1
555,102039,2013-05-16,8,7,14,24,34,31,8
556,102040,2013-05-20,12,16,8,36,27,33,3
557,102041,2013-05-23,10,21,35,33,31,27,7
558,102042,2013-05-27,32,37,7,33,4,17,7
559,102043,2013-05-30,7,31,33,13,22,23,1
560,102044,2013-06-03,36,6,37,26,34,35,3
561,102045,2013-06-06,17,34,8,9,22,37,8
562,102046,2013-06-10,30,9,3,32,37,16,5
563,102047,2013-06-13,32,38,34,37,21,14,3
564,102048,2013-06-17,22,19,25,23,29,38,1
565,102049,2013-06-20,2,1,13,7,24,11,3
566,102050,2013-06-24,22,24,33,37,12,15,6
567,102051,2013-06-27,36,8,35,7,4,14,3
568,102052,2013-07-01,24,15,37,7,4,11,7
569,102053,2013-07-04,9,13,26,6,7,25,4
570,102054,2013-07-08,38,4,21,32,19,15,6
571,102055,2013-07-11,9,30,1,28,21,35,7
572,102056,2013-07-15,23,20,25,1,8,5,8
573,102057,2013-07-18,12,36,30,1,2,6,3
574,102058,2013-07-22,36,3,34,33,24,19,1
575,102059,2013-07-25,23,22,37,8,11,20,6
576,102060,2013-07-29,25,22,2,6,13,18,6
577,102061,2013-08-01,6,15,31,20,19,34,2
578,102062,2013-08-05,27,14,18,28,12,34,5
579,102063,2013-08-08,8,4,16,27,2,7,6
580,102064,2013-08-12,20,23,5,22,30,19,2
581,102065,2013-08-15,3,7,28,20,17,29,5
582,102066,2013-08-19,26,18,5,8,9,34,8
583,102067,2013-08-22,14,1,28,34,17,4,5
584,102068,2013-08-26,35,38,9,2,17,4,5
585,102069,2013-08-29,6,31,37,28,3,5,6
586,102070,2013-09-02,13,2,20,21,29,8,8
587,102071,2013-09-05,32,7,22,15,10,38,2
588,102072,2013-09-09,31,21,10,26,2,32,8
589,102073,2013-09-12,18,3,8,37,30,2,7
590,102074,2013-09-16,7,5,6,1,22,26,7
591,102075,2013-09-19,33,18,38,6,22,21,4
592,102076,2013-09-23,18,25,28,19,12,24,5
593,102077,2013-09-26,18,4,37,5,7,30,1
594,102078,2013-09-30,16,38,21,7,2,4,7
595,102079,2013-10-03,29,4,15,25,32,8,1
596,102080,2013-10-07,23,24,6,25,36,1,4
597,102081,2013-10-10,12,25,36,34,7,31,5
598,102082,2013-10-14,27,2,29,38,25,14,3
599,102083,2013-10-17,26,7,17,31,3,2,8
600,102084,2013-10-21,10,24,30,23,16,6,8
601,102085,2013-10-24,30,36,11,15,13,33,3
602,102086,2013-10-28,30,14,29,4,13,10,7
603,102087,2013-10-31,4,6,16,1,32,38,3
604,102088,2013-11-04,28,36,22,5,7,31,3
605,102089,2013-11-07,19,27,1,11,13,9,5
606,102090,2013-11-11,8,16,24,11,22,13,7
607,102091,2013-11-14,18,12,38,28,36,21,1
608,102092,2013-11-18,10,6,31,35,3,37,1
609,102093,2013-11-21,15,35,27,21,23,5,7
610,102094,2013-11-25,12,25,33,4,30,35,2
611,102095,2013-11-28,16,17,18,28,35,37,4
612,102096,2013-12-02,35,3,5,28,31,32,1
613,102097,2013-12-05,5,35,20,31,22,8,7
614,102098,2013-12-09,14,15,7,38,34,5,1
615,102099,2013-12-12,25,1,34,28,38,8,6
616,102100,2013-12-16,21,22,26,32,4,14,7
617,102101,2013-12-19,36,26,13,6,4,38,8
618,102102,2013-12-23,10,30,21,8,33,12,1
619,102103,2013-12-26,22,2,26,12,13,21,4
620,102104,2013-12-30,35,32,34,6,31,37,4
621,103001,2014-01-02,27,10,8,37,28,19,3
622,103002,2014-01-06,7,18,8,23,31,12,2
623,103003,2014-01-09,31,4,23,34,35,22,1
624,103004,2014-01-13,4,3,30,24,23,26,2
625,103005,2014-01-16,34,38,23,13,14,37,7
626,103006,2014-01-20,36,4,23,9,37,21,3
627,103007,2014-01-23,31,29,26,32,12,28,6
628,103008,2014-01-27,38,36,20,28,26,8,8
629,103009,2014-01-30,10,14,16,6,11,30,1
630,103010,2014-02-03,28,37,19,24,21,17,6
631,103011,2014-02-06,2,8,25,35,29,36,2
632,103012,2014-02-10,13,27,20,25,28,33,1
633,103013,2014-02-13,16,35,36,20,6,8,8
634,103014,2014-02-17,33,14,12,37,17,8,5
635,103015,2014-02-20,30,1,10,3,18,13,1
636,103016,2014-02-24,29,10,36,27,23,15,5
637,103017,2014-02-27,23,26,4,8,20,21,5
638,103018,2014-03-03,9,13,5,1,37,28,5
639,103019,2014-03-06,27,8,20,28,13,15,4
640,103020,2014-03-10,11,29,18,27,22,28,4
641,103021,2014-03-13,30,19,21,27,15,11,4
642,103022,2014-03-17,27,12,22,15,28,2,5
643,103023,2014-03-20,37,18,8,25,1,35,5
644,103024,2014-03-24,24,35,31,14,6,37,1
645,103025,2014-03-27,38,19,15,37,4,22,5
646,103026,2014-03-31,30,17,2,15,8,16,6
647,103027,2014-04-03,33,22,2,27,25,13,8
648,103028,2014-04-07,25,28,5,32,38,21,5
649,103029,2014-04-10,18,6,10,24,15,14,7
650,103030,2014-04-14,38,33,22,6,31,32,4
651,103031,2014-04-17,19,6,1,17,27,30,6
652,103032,2014-04-21,13,12,34,25,9,24,5
653,103033,2014-04-24,8,21,30,14,19,31,2
654,103034,2014-04-28,4,26,30,18,36,1,1
655,103035,2014-05-01,4,5,11,32,2,33,8
656,103036,2014-05-05,33,16,24,25,31,32,5
657,103037,2014-05-08,29,19,10,9,14,28,8
658,103038,2014-05-12,5,9,8,29,2,1,1
659,103039,2014-05-15,33,21,7,28,35,9,8
660,103040,2014-05-19,33,1,22,36,31,16,4
661,103041,2014-05-22,12,20,34,36,9,37,3
662,103042,2014-05-26,2,32,9,10,19,22,5
663,103043,2014-05-29,22,19,32,18,27,35,2
664,103044,2014-06-02,11,31,7,34,20,14,7
665,103045,2014-06-05,8,20,19,10,12,37,1
666,103046,2014-06-09,18,5,21,14,4,33,2
667,103047,2014-06-12,14,22,4,30,19,27,5
668,103048,2014-06-16,24,27,3,29,11,37,1
669,103049,2014-06-19,30,10,29,11,16,24,1
670,103050,2014-06-23,4,18,19,26,14,34,3
671,103051,2014-06-26,19,24,4,30,27,12,7
672,103052,2014-06-30,29,25,28,4,21,14,2
673,103053,2014-07-03,31,8,22,14,36,10,4
674,103054,2014-07-07,4,33,10,32,30,14,8
675,103055,2014-07-10,1,10,31,2,21,22,8
676,103056,2014-07-14,18,25,38,26,37,1,6
677,103057,2014-07-17,29,37,21,16,27,20,3
678,103058,2014-07-21,1,10,4,3,13,37,1
679,103059,2014-07-24,25,6,35,29,17,36,1
680,103060,2014-07-28,15,35,16,11,5,23,1
681,103061,2014-07-31,1,15,31,33,38,17,2
682,103062,2014-08-04,26,5,33,28,10,18,2
683,103063,2014-08-07,25,18,23,36,17,26,5
684,103064,2014-08-11,16,36,27,29,14,25,7
685,103065,2014-08-14,19,11,16,4,23,12,6
686,103066,2014-08-18,37,34,12,18,31,10,5
687,103067,2014-08-21,32,25,18,23,22,36,6
688,103068,2014-08-25,10,5,20,26,3,30,6
689,103069,2014-08-28,15,26,24,1,23,29,5
690,103070,2014-09-01,14,5,26,23,22,32,8
691,103071,2014-09-04,10,14,26,8,24,1,1
692,103072,2014-09-08,18,5,21,37,19,31,8
693,103073,2014-09-11,37,7,29,5,15,25,8
694,103074,2014-09-15,21,3,20,15,28,14,8
695,103075,2014-09-18,10,24,23,35,5,15,6
696,103076,2014-09-22,37,15,8,23,18,31,8
697,103077,2014-09-25,28,26,10,36,22,12,8
698,103078,2014-09-29,36,28,15,27,8,2,7
699,103079,2014-10-02,13,33,12,31,4,26,6
700,103080,2014-10-06,35,33,22,15,20,25,7
701,103081,2014-10-09,8,2,6,38,7,9,8
702,103082,2014-10-13,33,30,26,3,35,19,2
703,103083,2014-10-16,24,30,9,20,12,11,2
704,103084,2014-10-20,30,11,37,34,25,21,1
705,103085,2014-10-23,35,8,38,12,28,27,6
706,103086,2014-10-27,38,7,10,37,9,24,8
707,103087,2014-10-30,27,34,6,9,8,10,6
708,103088,2014-11-03,6,2,11,8,38,26,7
709,103089,2014-11-06,20,32,36,15,5,19,3
710,103090,2014-11-10,17,34,31,14,1,6,8
711,103091,2014-11-13,14,35,12,27,17,15,6
712,103092,2014-11-17,6,34,24,5,32,13,1
713,103093,2014-11-20,31,35,17,12,33,30,4
714,103094,2014-11-24,24,22,32,5,19,3,2
715,103095,2014-11-27,33,29,2,21,1,36,8
716,103096,2014-12-01,14,31,2,19,7,1,7
717,103097,2014-12-04,22,11,7,5,36,2,6
718,103098,2014-12-08,24,38,35,20,27,11,8
719,103099,2014-12-11,24,7,12,13,28,21,6
720,103100,2014-12-15,10,38,11,5,36,15,6
721,103101,2014-12-18,29,26,1,5,18,20,5
722,103102,2014-12-22,19,5,13,37,1,4,2
723,103103,2014-12-25,10,36,14,23,6,3,1
724,103104,2014-12-29,9,37,2,10,4,11,2
725,104001,2015-01-01,17,5,21,1,11,3,2
726,104002,2015-01-05,34,23,1,6,26,15,6
727,104003,2015-01-08,29,13,38,17,36,3,7
728,104004,2015-01-12,36,37,30,25,35,16,5
729,104005,2015-01-15,29,28,16,37,1,3,2
730,104006,2015-01-19,4,33,21,8,32,9,2
731,104007,2015-01-22,18,36,27,26,30,14,5
732,104008,2015-01-26,12,25,4,38,24,33,4
733,104009,2015-01-29,1,29,18,4,30,14,8
734,104010,2015-02-02,26,17,4,27,1,24,7
735,104011,2015-02-05,37,3,25,16,10,29,1
736,104012,2015-02-09,15,34,16,1,4,3,2
737,104013,2015-02-12,7,36,8,10,33,25,3
738,104014,2015-02-16,30,7,23,4,5,24,2
739,104015,2015-02-19,12,38,23,13,4,15,4
740,104016,2015-02-23,35,38,34,31,5,13,2
741,104017,2015-02-26,21,32,37,8,22,26,4
742,104018,2015-03-02,36,11,9,12,31,21,7
743,104019,2015-03-05,2,26,24,13,4,8,2
744,104020,2015-03-09,21,18,16,12,3,36,3
745,104021,2015-03-12,1,2,30,27,14,22,1
746,104022,2015-03-16,30,5,8,20,34,22,8
747,104023,2015-03-19,6,34,35,30,38,17,2
748,104024,2015-03-23,17,27,10,18,12,32,5
749,104025,2015-03-26,38,24,36,26,6,14,3
750,104026,2015-03-30,8,24,1,10,19,23,5
751,104027,2015-04-02,18,37,19,1,12,8,5
752,104028,2015-04-06,22,20,1,7,25,32,8
753,104029,2015-04-09,11,28,6,15,2,12,2
754,104030,2015-04-13,20,37,23,5,12,32,2
755,104031,2015-04-16,35,29,26,28,8,3,3
756,104032,2015-04-20,22,25,21,26,11,24,6
757,104033,2015-04-23,11,9,25,15,28,38,3
758,104034,2015-04-27,34,2,26,12,14,37,2
759,104035,2015-04-30,32,26,35,13,23,12,4
760,104036,2015-05-04,8,25,6,33,13,16,3
761,104037,2015-05-07,18,26,7,27,13,24,6
762,104038,2015-05-11,10,5,3,31,23,30,4
763,104039,2015-05-14,35,30,22,15,16,10,5
764,104040,2015-05-18,5,23,6,38,17,13,8
765,104041,2015-05-21,6,37,1,15,12,25,2
766,104042,2015-05-25,4,30,7,38,25,11,4
767,104043,2015-05-28,19,25,33,22,31,21,1
768,104044,2015-06-01,32,34,23,37,2,25,6
769,104045,2015-06-04,24,33,35,21,3,15,2
770,104046,2015-06-08,28,19,10,6,13,11,1
771,104047,2015-06-11,26,24,9,27,37,38,6
772,104048,2015-06-15,7,25,31,4,35,8,8
773,104049,2015-06-18,21,13,8,17,5,38,5
774,104050,2015-06-22,27,26,19,3,11,5,2
775,104051,2015-06-25,37,17,27,3,8,10,8
776,104052,2015-06-29,29,26,7,24,25,27,7
777,104053,2015-07-02,36,37,31,7,29,23,8
778,104054,2015-07-06,27,11,12,7,22,14,3
779,104055,2015-07-09,36,15,3,32,27,4,5
780,104056,2015-07-13,17,27,31,29,12,1,6
781,104057,2015-07-16,2,1,31,24,38,7,8
782,104058,2015-07-20,33,16,13,37,28,35,8
783,104059,2015-07-23,11,2,29,18,3,16,4
784,104060,2015-07-27,30,26,7,4,23,36,7
785,104061,2015-07-30,3,9,23,24,16,11,4
786,104062,2015-08-03,38,18,30,17,28,36,4
787,104063,2015-08-06,9,8,24,22,6,14,3
788,104064,2015-08-10,20,6,18,38,16,24,7
789,104065,2015-08-13,33,13,25,27,29,6,1
790,104066,2015-08-17,19,23,33,15,28,27,2
791,104067,2015-08-20,33,24,3,7,20,21,8
792,104068,2015-08-24,17,31,18,22,13,29,3
793,104069,2015-08-27,30,17,2,27,34,23,1
794,104070,2015-08-31,36,15,12,37,31,24,6
795,104071,2015-09-03,33,4,5,3,16,15,6
796,104072,2015-09-07,25,34,28,24,31,7,3
797,104073,2015-09-10,32,15,25,34,26,22,4
798,104074,2015-09-14,9,19,27,21,37,23,8
799,104075,2015-09-17,34,35,27,9,24,11,4
800,104076,2015-09-21,33,1,11,5,25,2,4
801,104077,2015-09-24,24,5,3,13,16,26,3
802,104078,2015-09-28,12,5,27,22,13,30,8
803,104079,2015-10-01,16,14,23,2,6,31,3
804,104080,2015-10-05,20,37,30,22,32,36,1
805,104081,2015-10-08,22,19,7,9,16,10,8
806,104082,2015-10-12,4,19,35,33,31,23,2
807,104083,2015-10-15,24,9,31,10,36,35,7
808,104084,2015-10-19,17,4,37,32,27,25,1
809,104085,2015-10-22,33,16,26,24,4,8,6
810,104086,2015-10-26,19,31,9,2,32,20,7
811,104087,2015-10-29,10,19,11,3,18,33,5
812,104088,2015-11-02,3,21,36,28,25,14,3
813,104089,2015-11-05,37,11,1,24,20,12,8
814,104090,2015-11-09,13,7,28,33,6,26,5
815,104091,2015-11-12,33,1,2,29,15,13,3
816,104092,2015-11-16,15,22,2,23,20,9,5
817,104093,2015-11-19,28,5,3,35,27,37,5
818,104094,2015-11-23,15,9,5,19,22,1,5
819,104095,2015-11-26,7,5,19,4,38,3,4
820,104096,2015-11-30,20,4,13,38,27,33,1
821,104097,2015-12-03,8,7,20,30,19,17,2
822,104098,2015-12-07,34,23,19,32,20,13,4
823,104099,2015-12-10,34,11,12,30,26,32,8
824,104100,2015-12-14,9,2,7,6,16,25,1
825,104101,2015-12-17,6,15,8,13,17,29,5
826,104102,2015-12-21,6,1,20,14,38,11,5
827,104103,2015-12-24,29,34,17,13,23,27,5
828,104104,2015-12-28,30,37,12,5,11,26,5
829,104105,2015-12-31,37,13,22,26,31,3,6
830,105001,2016-01-04,13,29,11,18,26,28,7
831,105002,2016-01-07,14,5,28,35,34,38,6
832,105003,2016-01-11,19,33,34,35,36,27,4
833,105004,2016-01-14,9,11,34,27,17,13,6
834,105005,2016-01-18,16,32,17,1,30,29,7
835,105006,2016-01-21,15,18,6,35,22,34,3
836,105007,2016-01-25,24,20,32,25,29,23,8
837,105008,2016-01-28,30,26,3,36,9,23,5
838,105009,2016-02-01,34,32,26,19,3,20,8
839,105010,2016-02-04,7,32,37,22,34,13,7
840,105011,2016-02-09,1,23,19,11,4,8,3
841,105012,2016-02-11,25,30,1,20,33,16,1
842,105013,2016-02-15,3,28,7,9,32,20,5
843,105014,2016-02-18,27,36,20,37,23,8,4
844,105015,2016-02-22,19,12,30,4,23,33,5
845,105016,2016-02-25,28,33,15,10,18,29,5
846,105017,2016-02-29,18,17,1,15,38,9,6
847,105018,2016-03-03,24,27,11,3,22,12,6
848,105019,2016-03-07,24,38,11,14,34,10,3
849,105020,2016-03-10,21,32,35,38,6,16,7
850,105021,2016-03-14,28,7,13,6,3,17,3
851,105022,2016-03-17,19,28,7,9,26,31,8
852,105023,2016-03-21,25,32,19,27,10,9,5
853,105024,2016-03-24,31,3,24,8,16,38,6
854,105025,2016-03-28,14,16,34,8,27,4,2
855,105026,2016-03-31,26,28,7,2,11,25,4
856,105027,2016-04-04,37,29,8,16,14,2,6
857,105028,2016-04-07,29,36,6,33,3,26,5
858,105029,2016-04-11,2,21,15,23,36,31,1
859,105030,2016-04-14,28,30,15,29,38,22,7
860,105031,2016-04-18,4,8,21,35,12,17,8
861,105032,2016-04-21,16,15,27,23,30,13,2
862,105033,2016-04-25,8,21,7,27,10,34,4
863,105034,2016-04-28,37,6,8,15,1,24,7
864,105035,2016-05-02,17,9,28,18,22,15,6
865,105036,2016-05-05,18,19,16,14,9,2,6
866,105037,2016-05-09,38,37,30,20,14,4,4
867,105038,2016-05-12,19,32,22,12,1,15,5
868,105039,2016-05-16,28,21,27,9,38,11,4
869,105040,2016-05-19,1,32,16,10,30,23,2
870,105041,2016-05-23,14,38,35,15,3,11,2
871,105042,2016-05-26,5,25,24,3,28,12,6
872,105043,2016-05-30,12,38,3,17,27,28,4
873,105044,2016-06-02,16,17,11,33,34,38,8
874,105045,2016-06-06,24,29,6,13,14,38,8
875,105046,2016-06-09,24,38,27,12,35,10,6
876,105047,2016-06-13,3,21,14,36,10,23,3
877,105048,2016-06-16,2,19,11,31,9,35,4
878,105049,2016-06-20,6,7,9,32,2,21,4
879,105050,2016-06-23,31,12,33,8,15,5,5
880,105051,2016-06-27,27,14,29,26,19,18,6
881,105052,2016-06-30,6,23,22,31,16,34,8
882,105053,2016-07-04,34,33,29,21,1,31,2
883,105054,2016-07-07,27,5,2,17,11,23,2
884,105055,2016-07-11,38,5,14,10,34,31,2
885,105056,2016-07-14,7,36,37,27,25,31,7
886,105057,2016-07-18,9,26,30,14,37,1,6
887,105058,2016-07-21,20,23,38,29,22,13,8
888,105059,2016-07-25,26,14,6,31,5,38,6
889,105060,2016-07-28,21,8,17,37,3,6,1
890,105061,2016-08-01,26,35,1,18,38,22,2
891,105062,2016-08-04,32,6,17,38,14,18,2
892,105063,2016-08-08,21,1,2,12,35,16,3
893,105064,2016-08-11,1,22,37,31,35,33,3
894,105065,2016-08-15,8,38,14,30,28,5,5
895,105066,2016-08-18,8,1,22,17,26,24,6
896,105067,2016-08-22,16,26,29,23,33,12,7
897,105068,2016-08-25,31,13,1,33,30,37,8
898,105069,2016-08-29,8,32,34,29,7,23,5
899,105070,2016-09-01,18,21,37,14,29,10,5
900,105071,2016-09-05,7,4,21,35,25,37,4
901,105072,2016-09-08,18,27,31,10,21,33,3
902,105073,2016-09-12,9,11,36,13,33,23,3
903,105074,2016-09-15,17,4,37,3,29,6,7
904,105075,2016-09-19,31,15,7,12,8,18,6
905,105076,2016-09-22,25,19,24,37,15,14,6
906,105077,2016-09-26,10,20,5,22,36,11,6
907,105078,2016-09-29,13,2,6,37,28,20,2
908,105079,2016-10-03,32,7,26,2,36,27,2
909,105080,2016-10-06,5,34,14,33,19,7,3
910,105081,2016-10-10,20,29,38,7,34,11,4
911,105082,2016-10-13,5,2,10,36,33,6,3
912,105083,2016-10-17,1,20,6,10,23,35,6
913,105084,2016-10-20,23,13,29,24,4,19,5
914,105085,2016-10-24,1,8,5,27,6,14,4
915,105086,2016-10-27,26,12,31,5,33,11,7
916,105087,2016-10-31,15,24,10,27,34,20,8
917,105088,2016-11-03,21,4,26,5,14,36,5
918,105089,2016-11-07,30,9,29,19,34,22,4
919,105090,2016-11-10,29,4,27,1,5,15,4
920,105091,2016-11-14,5,17,13,15,30,6,7
921,105092,2016-11-17,8,7,29,28,38,37,1
922,105093,2016-11-21,28,23,32,10,14,36,2
923,105094,2016-11-24,10,28,1,16,15,7,2
924,105095,2016-11-28,18,13,30,36,32,26,3
925,105096,2016-12-01,18,38,5,27,34,12,5
926,105097,2016-12-05,32,30,23,13,33,35,8
927,105098,2016-12-08,22,8,1,30,16,18,6
928,105099,2016-12-12,26,11,20,31,5,15,4
929,105100,2016-12-15,2,33,13,36,9,4,6
930,105101,2016-12-19,34,6,12,28,23,9,5
931,105102,2016-12-22,38,10,29,32,16,9,6
932,105103,2016-12-26,36,11,24,31,22,7,3
933,105104,2016-12-29,21,17,8,15,31,11,7
934,106001,2017-01-02,31,4,9,34,21,7,2
935,106002,2017-01-05,18,13,7,24,37,29,7
936,106003,2017-01-09,35,24,15,4,36,8,6
937,106004,2017-01-12,31,2,17,7,32,10,3
938,106005,2017-01-16,16,20,24,15,23,18,3
939,106006,2017-01-19,26,7,36,3,25,35,5
940,106007,2017-01-23,24,8,2,7,5,15,7
941,106008,2017-01-26,8,2,38,17,24,16,5
942,106009,2017-01-30,8,3,10,7,18,31,4
943,106010,2017-02-02,37,10,20,30,9,1,3
944,106011,2017-02-06,21,2,33,15,34,20,3
945,106012,2017-02-09,36,28,25,1,30,3,2
946,106013,2017-02-13,25,21,22,4,33,9,7
947,106014,2017-02-16,20,6,14,24,12,15,7
948,106015,2017-02-20,35,16,38,17,24,12,4
949,106016,2017-02-23,6,1,29,2,16,11,7
950,106017,2017-02-27,18,32,37,25,38,20,1
951,106018,2017-03-02,19,3,28,14,8,34,2
952,106019,2017-03-06,23,11,7,26,25,6,4
953,106020,2017-03-09,32,18,20,6,7,24,7
954,106021,2017-03-13,5,32,13,30,23,14,2
955,106022,2017-03-16,8,11,2,21,15,20,2
956,106023,2017-03-20,35,3,4,38,29,27,2
957,106024,2017-03-23,7,18,14,29,8,15,2
958,106025,2017-03-27,34,35,38,5,22,12,2
959,106026,2017-03-30,12,37,10,31,16,5,7
960,106027,2017-04-03,33,26,15,1,13,22,6
961,106028,2017-04-06,2,37,1,33,7,36,5
962,106029,2017-04-10,12,18,6,10,38,8,3
963,106030,2017-04-13,19,7,9,37,30,1,4
964,106031,2017-04-17,34,23,11,35,2,24,4
965,106032,2017-04-20,16,35,24,19,1,14,8
966,106033,2017-04-24,35,24,12,6,1,25,6
967,106034,2017-04-27,6,24,4,18,26,11,4
968,106035,2017-05-01,7,23,16,4,17,2,1
969,106036,2017-05-04,13,9,4,14,19,37,2
970,106037,2017-05-08,17,7,38,3,14,26,7
971,106038,2017-05-11,28,12,4,6,37,29,3
972,106039,2017-05-15,12,27,11,31,6,14,4
973,106040,2017-05-18,4,30,32,15,17,1,3
974,106041,2017-05-22,5,10,11,36,2,38,3
975,106042,2017-05-25,15,24,7,22,26,34,1
976,106043,2017-05-29,1,20,8,37,13,11,1
977,106044,2017-06-01,5,1,34,8,31,35,2
978,106045,2017-06-05,4,16,15,2,25,36,3
979,106046,2017-06-08,26,11,9,29,1,8,4
980,106047,2017-06-12,20,9,7,15,30,31,5
981,106048,2017-06-15,13,23,8,28,35,34,2
982,106049,2017-06-19,21,6,13,30,24,9,5
983,106050,2017-06-22,20,3,12,6,18,35,2
984,106051,2017-06-26,31,27,17,37,20,19,3
985,106052,2017-06-29,36,7,4,19,25,20,8
986,106053,2017-07-03,32,7,31,8,11,3,3
987,106054,2017-07-06,12,21,30,34,8,35,5
988,106055,2017-07-10,14,5,28,16,21,22,5
989,106056,2017-07-13,33,30,16,18,19,13,3
990,106057,2017-07-17,11,25,10,38,6,32,3
991,106058,2017-07-20,22,13,15,35,10,9,3
992,106059,2017-07-24,19,32,25,34,5,29,8
993,106060,2017-07-27,15,11,34,17,26,29,1
994,106061,2017-07-31,29,35,1,38,9,8,1
995,106062,2017-08-03,18,25,37,17,1,21,1
996,106063,2017-08-07,6,22,7,25,37,4,4
997,106064,2017-08-10,30,5,32,22,1,12,8
998,106065,2017-08-14,8,19,1,13,35,30,5
999,106066,2017-08-17,11,9,13,12,24,30,4
1000,106067,2017-08-21,17,31,20,1,26,3,2
1001,106068,2017-08-24,30,22,15,12,17,4,3
1002,106069,2017-08-28,15,4,17,10,28,16,1
1003,106070,2017-08-31,18,5,2,14,8,9,4
1004,106071,2017-09-04,10,14,15,18,8,29,2
1005,106072,2017-09-07,12,22,7,14,3,2,4
1006,106073,2017-09-11,3,34,32,26,21,1,2
1007,106074,2017-09-14,25,13,26,5,22,31,5
1008,106075,2017-09-18,26,37,8,22,4,2,1
1009,106076,2017-09-21,4,23,6,11,18,16,4
1010,106077,2017-09-25,4,15,3,34,16,24,4
1011,106078,2017-09-28,4,25,34,1,36,18,1
1012,106079,2017-10-02,3,34,13,38,26,17,8
1013,106080,2017-10-05,30,7,12,8,6,28,1
1014,106081,2017-10-09,15,19,20,17,24,27,8
1015,106082,2017-10-12,25,20,27,33,17,4,6
1016,106083,2017-10-16,16,25,2,9,7,17,7
1017,106084,2017-10-19,10,8,21,11,12,6,6
1018,106085,2017-10-23,11,35,17,33,30,10,8
1019,106086,2017-10-26,24,34,26,5,7,38,3
1020,106087,2017-10-30,19,13,14,38,24,32,1
1021,106088,2017-11-02,9,19,26,2,29,31,1
1022,106089,2017-11-06,31,9,1,21,27,16,5
1023,106090,2017-11-09,19,20,18,23,8,37,8
1024,106091,2017-11-13,15,4,28,17,20,25,1
1025,106092,2017-11-16,11,38,20,21,13,1,2
1026,106093,2017-11-20,26,9,37,30,16,18,5
1027,106094,2017-11-23,14,34,17,28,29,20,5
1028,106095,2017-11-27,14,20,13,10,17,21,2
1029,106096,2017-11-30,8,34,13,28,29,7,2
1030,106097,2017-12-04,20,26,24,19,36,17,3
1031,106098,2017-12-07,20,17,3,22,4,7,5
1032,106099,2017-12-11,38,16,15,3,23,10,3
1033,106100,2017-12-14,30,1,12,24,6,25,3
1034,106101,2017-12-18,28,3,1,24,17,7,7
1035,106102,2017-12-21,23,36,3,8,24,22,4
1036,106103,2017-12-25,15,10,16,2,21,12,5
1037,106104,2017-12-28,14,23,29,1,28,18,7
1038,107001,2018-01-01,13,15,37,30,16,32,6
1039,107002,2018-01-04,12,21,2,24,34,37,5
1040,107003,2018-01-08,3,6,31,11,26,38,6
1041,107004,2018-01-11,5,19,38,25,12,8,3
1042,107005,2018-01-15,13,16,32,26,6,33,3
1043,107006,2018-01-18,11,38,16,5,23,17,2
1044,107007,2018-01-22,6,38,28,13,10,9,6
1045,107008,2018-01-25,20,29,14,36,38,9,4
1046,107009,2018-01-29,26,32,2,37,33,8,7
1047,107010,2018-02-01,2,26,17,36,19,13,6
1048,107011,2018-02-05,9,27,25,10,24,33,2
1049,107012,2018-02-08,6,24,14,4,11,18,5
1050,107013,2018-02-12,33,17,25,1,8,6,2
1051,107014,2018-02-15,1,15,8,19,14,11,3
1052,107015,2018-02-19,5,26,36,12,8,30,4
1053,107016,2018-02-22,5,27,16,7,18,3,1
1054,107017,2018-02-26,6,19,26,33,12,5,6
1055,107018,2018-03-01,32,31,25,12,36,22,2
1056,107019,2018-03-05,38,13,20,31,12,22,2
1057,107020,2018-03-08,1,31,24,12,25,35,4
1058,107021,2018-03-12,19,13,8,36,2,22,1
1059,107022,2018-03-15,4,24,1,16,28,19,6
1060,107023,2018-03-19,34,13,23,38,21,16,6
1061,107024,2018-03-22,15,13,34,24,33,8,7
1062,107025,2018-03-26,14,15,22,32,11,13,2
1063,107026,2018-03-29,36,13,14,8,19,24,2
1064,107027,2018-04-02,22,28,30,18,9,29,2
