ID,Period,Date,First,Second,Third,Fourth,Fifth,Sixth,Special
1065,107028,2018-04-05,15,19,38,6,34,37,3
1066,107029,2018-04-09,23,3,21,1,13,38,2
1067,107030,2018-04-12,12,9,21,10,37,24,7
1068,107031,2018-04-16,20,38,24,19,32,23,1
1069,107032,2018-04-19,18,15,9,33,29,4,7
1070,107033,2018-04-23,36,3,13,21,7,16,7
1071,107034,2018-04-26,26,35,27,18,8,19,2
1072,107035,2018-04-30,4,18,8,12,16,22,2
1073,107036,2018-05-03,6,26,9,12,10,18,5
1074,107037,2018-05-07,28,5,33,15,35,8,6
1075,107038,2018-05-10,13,36,22,9,8,18,8
1076,107039,2018-05-14,12,27,30,32,5,37,7
1077,107040,2018-05-17,11,38,22,24,10,17,4
1078,107041,2018-05-21,35,4,36,7,16,21,1
1079,107042,2018-05-24,22,29,38,24,15,5,8
1080,107043,2018-05-28,26,14,9,12,32,20,6
1081,107044,2018-05-31,26,2,23,3,38,13,7
1082,107045,2018-06-04,31,4,25,33,17,27,7
1083,107046,2018-06-07,1,31,18,24,30,27,4
1084,107047,2018-06-11,23,16,27,20,4,17,4
1085,107048,2018-06-14,6,23,5,12,32,20,2
1086,107049,2018-06-18,9,1,10,7,17,16,6
1087,107050,2018-06-21,14,31,36,24,34,19,2
1088,107051,2018-06-25,33,27,35,38,6,22,8
1089,107052,2018-06-28,28,25,18,6,24,15,5
1090,107053,2018-07-02,2,11,4,19,7,32,5
1091,107054,2018-07-05,15,22,27,19,38,3,6
1092,107055,2018-07-09,20,10,23,1,7,24,1
1093,107056,2018-07-12,12,4,25,27,14,16,3
1094,107057,2018-07-16,29,11,19,33,5,7,6
1095,107058,2018-07-19,1,24,30,26,8,37,5
1096,107059,2018-07-23,23,4,17,28,3,32,1
1097,107060,2018-07-26,31,25,8,24,6,22,2
1098,107061,2018-07-30,10,3,9,24,31,28,6
1099,107062,2018-08-02,10,6,20,25,14,26,4
1100,107063,2018-08-06,34,13,20,38,27,5,2
1101,107064,2018-08-09,29,26,36,9,10,3,5
1102,107065,2018-08-13,35,3,25,16,19,36,2
1103,107066,2018-08-16,19,33,34,38,27,24,6
1104,107067,2018-08-20,19,8,13,35,4,30,4
1105,107068,2018-08-23,11,36,2,20,18,15,6
1106,107069,2018-08-27,31,38,13,22,3,4,4
1107,107070,2018-08-30,29,33,36,19,5,4,2
1108,107071,2018-09-03,1,17,13,12,29,9,3
1109,107072,2018-09-06,22,32,24,25,23,34,2
1110,107073,2018-09-10,33,24,36,10,22,31,5
1111,107074,2018-09-13,14,21,24,29,31,32,5
1112,107075,2018-09-17,2,24,12,15,3,21,3
1113,107076,2018-09-20,32,25,31,35,22,34,2
1114,107077,2018-09-24,7,28,6,9,22,33,1
1115,107078,2018-09-27,2,32,24,4,38,23,1
1116,107079,2018-10-01,18,2,37,21,25,31,8
1117,107080,2018-10-04,26,24,15,28,6,30,3
1118,107081,2018-10-08,36,21,24,16,9,29,3
1119,107082,2018-10-11,19,21,6,14,16,12,6
1120,107083,2018-10-15,13,28,4,3,20,23,7
1121,107084,2018-10-18,35,32,20,4,12,36,1
1122,107085,2018-10-22,15,7,14,11,6,34,1
1123,107086,2018-10-25,4,26,37,20,38,13,2
1124,107087,2018-10-29,33,11,20,34,3,35,2
1125,107088,2018-11-01,38,12,25,8,23,27,6
1126,107089,2018-11-05,30,20,17,13,24,19,2
1127,107090,2018-11-08,16,19,25,4,11,29,1
1128,107091,2018-11-12,36,2,13,5,3,18,8
1129,107092,2018-11-15,17,22,33,38,20,18,8
1130,107093,2018-11-19,22,25,10,6,38,18,5
1131,107094,2018-11-22,15,1,21,33,3,2,7
1132,107095,2018-11-26,32,31,30,25,16,1,7
1133,107096,2018-11-29,2,18,28,35,26,10,1
1134,107097,2018-12-03,22,7,20,21,17,23,4
1135,107098,2018-12-06,24,13,16,21,4,38,2
1136,107099,2018-12-10,1,6,17,35,10,33,7
1137,107100,2018-12-13,3,22,2,18,9,35,8
1138,107101,2018-12-17,32,10,14,31,18,27,2
1139,107102,2018-12-20,13,28,12,7,27,37,6
1140,107103,2018-12-24,13,22,23,12,19,3,1
1141,107104,2018-12-27,37,25,3,19,24,31,6
1142,107105,2018-12-31,11,9,28,23,12,36,4
1143,108001,2019-01-03,21,24,26,3,32,23,3
1144,108002,2019-01-07,28,11,38,25,10,17,3
1145,108003,2019-01-10,36,37,17,5,3,2,5
1146,108004,2019-01-14,19,12,26,28,2,11,7
1147,108005,2019-01-17,8,15,12,13,7,30,8
1148,108006,2019-01-21,4,15,5,2,35,27,3
1149,108007,2019-01-24,25,8,22,17,37,20,2
1150,108008,2019-01-28,25,22,32,20,29,31,3
1151,108009,2019-01-31,19,20,29,17,36,26,1
1152,108010,2019-02-04,6,37,7,13,28,15,3
1153,108011,2019-02-07,27,9,26,21,36,1,8
1154,108012,2019-02-11,16,2,29,17,13,36,1
1155,108013,2019-02-14,14,5,9,23,29,27,2
1156,108014,2019-02-18,3,7,28,24,19,4,4
1157,108015,2019-02-21,6,37,5,34,33,13,4
1158,108016,2019-02-25,30,2,4,24,10,8,7
1159,108017,2019-02-28,19,23,3,27,4,26,8
1160,108018,2019-03-04,21,30,17,2,19,27,2
1161,108019,2019-03-07,19,14,7,31,28,34,5
1162,108020,2019-03-11,15,27,33,21,11,28,6
1163,108021,2019-03-14,33,23,36,4,9,21,4
1164,108022,2019-03-18,11,21,2,22,28,10,7
1165,108023,2019-03-21,22,36,6,10,20,19,6
1166,108024,2019-03-25,24,20,27,6,3,7,4
1167,108025,2019-03-28,31,4,34,22,36,21,2
1168,108026,2019-04-01,11,36,10,28,1,15,8
1169,108027,2019-04-04,12,5,4,38,24,21,3
1170,108028,2019-04-08,36,31,12,5,3,35,1
1171,108029,2019-04-11,22,13,20,26,2,21,1
1172,108030,2019-04-15,15,4,26,16,35,27,4
1173,108031,2019-04-18,23,28,22,4,1,30,2
1174,108032,2019-04-22,2,36,16,31,15,3,4
1175,108033,2019-04-25,16,2,3,25,37,38,7
1176,108034,2019-04-29,6,27,29,28,38,3,1
1177,108035,2019-05-02,4,21,7,34,27,16,4
1178,108036,2019-05-06,36,38,15,18,24,1,6
1179,108037,2019-05-09,8,7,10,15,23,17,3
1180,108038,2019-05-13,5,33,13,17,23,6,2
1181,108039,2019-05-16,7,25,9,8,12,5,6
1182,108040,2019-05-20,18,15,19,3,22,26,2
1183,108041,2019-05-23,30,9,3,29,27,23,1
1184,108042,2019-05-27,13,31,10,35,15,4,1
1185,108043,2019-05-30,4,6,13,36,37,10,8
1186,108044,2019-06-03,23,24,35,29,38,20,1
1187,108045,2019-06-06,19,16,9,7,21,14,5
1188,108046,2019-06-10,38,29,7,14,32,36,5
1189,108047,2019-06-13,21,26,37,11,35,33,4
1190,108048,2019-06-17,33,19,13,34,36,11,1
1191,108049,2019-06-20,21,16,14,19,30,3,2
1192,108050,2019-06-24,14,34,23,27,36,35,3
1193,108051,2019-06-27,5,17,29,11,34,2,5
1194,108052,2019-07-01,17,27,28,16,14,2,1
1195,108053,2019-07-04,22,33,23,38,24,34,4
1196,108054,2019-07-08,35,24,6,25,18,5,2
1197,108055,2019-07-11,18,19,28,6,16,4,2
1198,108056,2019-07-15,29,34,30,18,26,10,5
1199,108057,2019-07-18,20,2,17,38,14,3,3
1200,108058,2019-07-22,3,8,6,13,2,21,7
1201,108059,2019-07-25,37,32,25,1,19,23,2
1202,108060,2019-07-29,11,29,14,7,4,36,4
1203,108061,2019-08-01,11,31,32,37,24,25,8
1204,108062,2019-08-05,16,1,14,30,20,7,4
1205,108063,2019-08-08,38,8,19,7,15,34,8
1206,108064,2019-08-12,36,2,31,37,6,29,8
1207,108065,2019-08-15,31,17,27,23,3,5,1
1208,108066,2019-08-19,29,6,18,31,19,10,6
1209,108067,2019-08-22,2,3,25,9,7,27,5
1210,108068,2019-08-26,28,22,18,7,3,35,5
1211,108069,2019-08-29,16,23,8,21,14,1,1
1212,108070,2019-09-02,25,2,28,11,8,12,8
1213,108071,2019-09-05,8,32,1,13,21,26,1
1214,108072,2019-09-09,34,25,19,13,36,26,6
1215,108073,2019-09-12,29,13,28,20,2,34,2
1216,108074,2019-09-16,2,4,21,11,16,29,3
1217,108075,2019-09-19,8,12,27,24,31,26,1
1218,108076,2019-09-23,36,23,27,32,30,21,3
1219,108077,2019-09-26,14,17,20,22,23,13,8
1220,108078,2019-09-30,18,34,21,33,27,3,5
1221,108079,2019-10-03,19,34,28,11,13,30,4
1222,108080,2019-10-07,29,27,15,5,31,36,4
1223,108081,2019-10-10,30,8,6,14,20,27,3
1224,108082,2019-10-14,16,13,33,15,14,31,4
1225,108083,2019-10-17,4,22,35,20,2,38,8
1226,108084,2019-10-21,20,5,23,7,27,13,8
1227,108085,2019-10-24,22,8,6,19,32,30,2
1228,108086,2019-10-28,18,26,20,21,5,32,5
1229,108087,2019-10-31,2,26,6,29,4,12,6
1230,108088,2019-11-04,30,8,13,7,26,15,4
1231,108089,2019-11-07,2,38,18,32,22,31,3
1232,108090,2019-11-11,26,16,22,29,9,25,4
1233,108091,2019-11-14,9,28,22,17,15,7,1
1234,108092,2019-11-18,6,32,19,29,28,8,2
1235,108093,2019-11-21,31,5,37,26,3,20,4
1236,108094,2019-11-25,31,16,17,6,28,24,5
1237,108095,2019-11-28,8,21,27,36,33,31,7
1238,108096,2019-12-02,24,30,11,8,2,25,6
1239,108097,2019-12-05,5,26,21,15,28,3,6
1240,108098,2019-12-09,34,1,14,16,25,21,6
1241,108099,2019-12-12,12,9,21,32,13,30,7
1242,108100,2019-12-16,14,6,30,29,19,31,1
1243,108101,2019-12-19,28,17,27,23,1,33,6
1244,108102,2019-12-23,13,12,35,28,25,30,3
1245,108103,2019-12-26,12,5,13,38,19,27,5
1246,108104,2019-12-30,11,13,26,19,15,31,7
1247,109001,2020-01-02,7,16,12,30,3,20,8
1248,109002,2020-01-06,31,14,20,23,19,6,7
1249,109003,2020-01-09,7,21,24,15,8,1,3
1250,109004,2020-01-13,27,18,28,12,13,19,3
1251,109005,2020-01-16,1,32,27,38,9,35,4
1252,109006,2020-01-20,27,20,29,12,36,33,1
1253,109007,2020-01-23,18,25,32,35,26,31,4
1254,109008,2020-01-27,28,2,14,29,37,33,3
1255,109009,2020-01-30,18,16,17,31,36,34,4
1256,109010,2020-02-03,35,34,10,24,18,29,2
1257,109011,2020-02-06,16,26,29,24,9,5,4
1258,109012,2020-02-10,21,4,12,19,14,16,8
1259,109013,2020-02-13,10,7,19,28,5,17,1
1260,109014,2020-02-17,9,21,36,24,22,10,1
1261,109015,2020-02-20,3,10,33,8,17,11,3
1262,109016,2020-02-24,14,30,8,1,24,6,3
1263,109017,2020-02-27,22,31,15,10,3,20,4
1264,109018,2020-03-02,31,13,38,25,30,33,8
1265,109019,2020-03-05,38,3,4,9,34,24,1
1266,109020,2020-03-09,27,18,30,19,22,35,1
1267,109021,2020-03-12,26,7,10,16,33,2,5
1268,109022,2020-03-16,11,4,13,34,31,19,7
1269,109023,2020-03-19,4,27,16,23,30,33,6
1270,109024,2020-03-23,37,25,34,30,4,16,2
1271,109025,2020-03-26,33,10,35,15,14,31,4
1272,109026,2020-03-30,9,12,33,36,31,11,5
1273,109027,2020-04-02,17,37,26,16,23,19,8
1274,109028,2020-04-06,33,30,31,1,14,28,2
1275,109029,2020-04-09,1,3,16,12,33,35,1
1276,109030,2020-04-13,19,18,22,37,10,11,1
1277,109031,2020-04-16,30,25,20,6,17,3,5
1278,109032,2020-04-20,17,38,12,5,23,20,7
1279,109033,2020-04-23,10,15,16,17,26,18,6
1280,109034,2020-04-27,33,3,13,15,1,17,1
1281,109035,2020-04-30,7,31,30,15,11,12,6
1282,109036,2020-05-04,19,31,23,2,32,35,7
1283,109037,2020-05-07,20,5,23,21,36,25,3
1284,109038,2020-05-11,14,32,25,28,15,34,8
1285,109039,2020-05-14,12,24,17,35,30,34,2
1286,109040,2020-05-18,35,4,27,36,11,25,8
1287,109041,2020-05-21,24,7,35,4,27,33,8
1288,109042,2020-05-25,28,29,3,18,4,14,4
1289,109043,2020-05-28,35,8,2,4,7,18,6
1290,109044,2020-06-01,4,1,25,19,13,21,8
1291,109045,2020-06-04,4,38,6,37,18,26,1
1292,109046,2020-06-08,1,16,8,33,15,28,6
1293,109047,2020-06-11,38,22,26,27,6,17,4
1294,109048,2020-06-15,20,28,14,16,32,23,7
1295,109049,2020-06-18,12,25,20,27,6,37,5
1296,109050,2020-06-22,21,7,10,23,27,24,1
1297,109051,2020-06-25,27,24,22,17,36,15,6
1298,109052,2020-06-29,8,19,1,27,26,38,8
1299,109053,2020-07-02,2,28,30,5,7,38,5
1300,109054,2020-07-06,24,31,32,15,30,35,8
1301,109055,2020-07-09,35,24,17,29,12,3,4
1302,109056,2020-07-13,11,26,3,2,18,31,3
1303,109057,2020-07-16,35,14,13,6,31,33,8
1304,109058,2020-07-20,37,20,15,26,4,22,1
1305,109059,2020-07-23,35,17,9,1,18,31,2
1306,109060,2020-07-27,27,8,5,19,21,37,2
1307,109061,2020-07-30,22,14,12,26,16,11,4
1308,109062,2020-08-03,24,31,14,4,1,21,8
1309,109063,2020-08-06,1,19,26,16,10,34,1
1310,109064,2020-08-10,6,15,22,4,19,5,3
1311,109065,2020-08-13,32,34,12,23,10,6,6
1312,109066,2020-08-17,36,38,6,34,24,22,7
1313,109067,2020-08-20,27,37,11,35,34,38,2
1314,109068,2020-08-24,5,33,29,31,28,24,7
1315,109069,2020-08-27,36,19,27,33,20,18,8
1316,109070,2020-08-31,30,14,17,16,12,1,6
1317,109071,2020-09-03,18,30,22,24,16,25,1
1318,109072,2020-09-07,22,33,9,15,31,38,2
1319,109073,2020-09-10,20,38,25,16,2,35,5
1320,109074,2020-09-14,38,6,37,26,22,33,2
1321,109075,2020-09-17,27,26,28,37,9,32,2
1322,109076,2020-09-21,21,19,9,8,34,15,5
1323,109077,2020-09-24,13,33,27,6,14,32,7
1324,109078,2020-09-28,18,11,26,8,9,37,2
1325,109079,2020-10-01,15,33,13,25,11,19,1
1326,109080,2020-10-05,14,1,26,32,35,19,2
1327,109081,2020-10-08,13,14,4,3,5,6,5
1328,109082,2020-10-12,15,16,25,24,3,20,4
1329,109083,2020-10-15,1,6,21,2,4,38,7
1330,109084,2020-10-19,19,7,38,5,10,30,7
1331,109085,2020-10-22,26,30,21,24,15,8,7
1332,109086,2020-10-26,36,37,20,11,24,26,1
1333,109087,2020-10-29,7,12,30,3,21,32,2
1334,109088,2020-11-02,15,32,37,12,4,38,4
1335,109089,2020-11-05,24,37,29,12,1,2,4
1336,109090,2020-11-09,34,36,31,6,29,10,5
1337,109091,2020-11-12,15,4,29,33,37,24,1
1338,109092,2020-11-16,20,1,31,24,26,32,3
1339,109093,2020-11-19,18,9,22,14,35,29,6
1340,109094,2020-11-23,11,16,35,24,13,26,6
1341,109095,2020-11-26,9,14,28,36,1,29,6
1342,109096,2020-11-30,2,17,15,4,14,21,5
1343,109097,2020-12-03,34,7,33,35,5,29,8
1344,109098,2020-12-07,28,15,35,3,6,12,8
1345,109099,2020-12-10,21,30,34,15,32,29,8
1346,109100,2020-12-14,17,23,30,4,6,35,3
1347,109101,2020-12-17,38,2,25,6,16,11,4
1348,109102,2020-12-21,12,2,33,6,32,22,2
1349,109103,2020-12-24,35,36,8,3,23,25,3
1350,109104,2020-12-28,12,15,31,38,22,18,5
1351,109105,2020-12-31,13,27,25,2,20,9,7
1352,110001,2021-01-04,34,14,20,31,38,7,3
1353,110002,2021-01-07,9,32,35,4,20,12,3
1354,110003,2021-01-11,6,15,19,33,18,14,5
1355,110004,2021-01-14,29,20,30,21,1,36,5
1356,110005,2021-01-18,18,2,20,3,31,17,8
1357,110006,2021-01-21,16,38,7,32,28,5,4
1358,110007,2021-01-25,31,11,4,13,22,29,1
1359,110008,2021-01-28,9,34,30,19,36,1,8
1360,110009,2021-02-01,17,38,34,13,1,36,2
1361,110010,2021-02-04,22,9,29,14,7,8,2
1362,110011,2021-02-08,11,7,37,3,32,6,7
1363,110012,2021-02-11,3,11,32,14,9,13,8
1364,110013,2021-02-15,12,13,22,16,2,32,7
1365,110014,2021-02-18,21,24,35,26,4,34,8
1366,110015,2021-02-22,17,13,14,7,27,21,6
1367,110016,2021-02-25,34,32,4,3,6,16,3
1368,110017,2021-03-01,38,5,9,10,21,32,7
1369,110018,2021-03-04,31,32,30,11,18,2,6
1370,110019,2021-03-08,3,25,23,19,9,31,1
1371,110020,2021-03-11,17,7,21,27,30,31,5
1372,110021,2021-03-15,7,33,14,3,19,26,2
1373,110022,2021-03-18,18,2,17,14,19,28,4
1374,110023,2021-03-22,36,31,14,33,7,27,2
1375,110024,2021-03-25,12,17,5,32,29,4,7
1376,110025,2021-03-29,23,37,2,11,26,18,2
1377,110026,2021-04-01,11,16,5,22,26,17,4
1378,110027,2021-04-05,4,5,11,2,32,24,1
1379,110028,2021-04-08,37,14,34,11,5,6,2
1380,110029,2021-04-12,19,24,27,15,21,16,2
1381,110030,2021-04-15,13,30,36,27,16,31,3
1382,110031,2021-04-19,32,2,18,8,22,26,1
1383,110032,2021-04-22,6,37,4,1,27,24,4
1384,110033,2021-04-26,25,31,34,12,1,24,6
1385,110034,2021-04-29,29,16,18,34,13,5,4
1386,110035,2021-05-03,37,21,16,26,31,8,7
1387,110036,2021-05-06,26,35,11,9,23,6,8
1388,110037,2021-05-10,3,25,28,22,14,30,8
1389,110038,2021-05-13,7,13,6,5,28,19,4
1390,110039,2021-05-17,7,25,4,1,12,26,6
1391,110040,2021-05-20,36,3,15,25,14,22,4
1392,110041,2021-05-24,38,33,11,14,19,5,2
1393,110042,2021-05-27,23,11,24,7,4,34,6
1394,110043,2021-05-31,2,36,10,5,16,7,1
1395,110044,2021-06-03,25,32,7,20,13,37,7
1396,110045,2021-06-07,28,23,30,5,10,7,7
1397,110046,2021-06-10,20,31,18,32,2,28,5
1398,110047,2021-06-14,27,6,38,16,28,8,4
1399,110048,2021-06-17,38,14,32,18,35,4,1
1400,110049,2021-06-21,2,24,8,38,37,10,2
1401,110050,2021-06-24,11,23,7,31,15,34,1
1402,110051,2021-06-28,2,6,13,16,26,28,3
1403,110052,2021-07-01,8,29,19,34,16,35,3
1404,110053,2021-07-05,17,10,4,11,18,24,1
1405,110054,2021-07-08,31,1,4,38,13,14,3
1406,110055,2021-07-12,36,21,22,7,15,29,5
1407,110056,2021-07-15,31,29,37,27,19,20,1
1408,110057,2021-07-19,11,15,9,12,7,1,6
1409,110058,2021-07-22,5,31,29,10,19,4,1
1410,110059,2021-07-26,12,26,34,19,20,27,8
1411,110060,2021-07-29,32,22,14,35,10,23,3
1412,110061,2021-08-02,11,30,23,37,10,25,5
1413,110062,2021-08-05,7,28,3,1,26,4,8
1414,110063,2021-08-09,6,35,29,23,10,38,1
1415,110064,2021-08-12,28,32,36,10,22,34,1
1416,110065,2021-08-16,2,14,27,16,29,24,7
1417,110066,2021-08-19,29,10,37,3,13,38,2
1418,110067,2021-08-23,24,9,35,19,8,23,1
1419,110068,2021-08-26,25,31,18,22,35,27,1
1420,110069,2021-08-30,3,30,6,11,17,14,8
1421,110070,2021-09-02,27,19,13,9,38,12,6
1422,110071,2021-09-06,6,12,15,2,28,26,8
1423,110072,2021-09-09,5,29,33,2,26,1,4
1424,110073,2021-09-13,2,33,38,37,3,14,2
1425,110074,2021-09-16,16,22,29,14,8,38,3
1426,110075,2021-09-20,26,24,4,20,31,13,2
1427,110076,2021-09-23,21,2,36,35,37,20,3
1428,110077,2021-09-27,1,16,28,14,20,33,1
1429,110078,2021-09-30,21,2,27,28,16,10,7
1430,110079,2021-10-04,5,3,8,34,10,14,6
1431,110080,2021-10-07,5,31,12,15,13,7,2
1432,110081,2021-10-11,24,33,15,12,38,5,2
1433,110082,2021-10-14,16,20,31,33,1,22,8
1434,110083,2021-10-18,1,24,2,5,33,13,3
1435,110084,2021-10-21,12,11,14,35,22,33,2
1436,110085,2021-10-25,16,29,10,13,33,6,3
1437,110086,2021-10-28,10,18,32,27,3,14,7
1438,110087,2021-11-01,37,16,32,10,19,22,6
1439,110088,2021-11-04,38,11,5,37,9,35,4
1440,110089,2021-11-08,6,33,30,22,8,18,4
1441,110090,2021-11-11,37,8,2,12,1,33,2
1442,110091,2021-11-15,9,29,32,19,21,6,8
1443,110092,2021-11-18,27,33,21,13,30,38,6
1444,110093,2021-11-22,9,19,21,17,13,18,4
1445,110094,2021-11-25,3,15,19,18,6,13,4
1446,110095,2021-11-29,20,22,25,35,21,30,4
1447,110096,2021-12-02,16,17,8,4,35,25,8
1448,110097,2021-12-06,36,1,15,2,22,23,3
1449,110098,2021-12-09,5,19,36,9,3,26,1
1450,110099,2021-12-13,14,18,3,38,10,28,8
1451,110100,2021-12-16,15,10,12,2,21,3,6
1452,110101,2021-12-20,4,6,34,32,29,36,2
1453,110102,2021-12-23,26,22,8,14,6,34,3
1454,110103,2021-12-27,15,33,3,34,24,25,6
1455,110104,2021-12-30,19,28,7,38,25,18,4
1456,111001,2022-01-03,18,30,8,35,27,14,1
1457,111002,2022-01-06,3,8,5,31,30,12,2
1458,111003,2022-01-10,6,14,34,28,1,15,6
1459,111004,2022-01-13,18,31,1,8,26,17,7
1460,111005,2022-01-17,13,21,23,28,15,22,4
1461,111006,2022-01-20,38,29,23,2,5,9,2
1462,111007,2022-01-24,6,14,37,11,31,28,7
1463,111008,2022-01-27,25,12,24,19,38,16,8
1464,111009,2022-01-31,18,3,7,21,37,23,6
1465,111010,2022-02-03,28,27,13,11,19,22,3
1466,111011,2022-02-07,38,13,21,27,9,35,2
1467,111012,2022-02-10,34,6,23,30,22,10,1
1468,111013,2022-02-14,36,4,8,30,19,29,4
1469,111014,2022-02-17,19,8,28,37,27,21,2
1470,111015,2022-02-21,36,13,16,37,28,5,1
1471,111016,2022-02-24,32,4,25,1,18,24,5
1472,111017,2022-02-28,7,14,27,28,30,32,6
1473,111018,2022-03-03,23,30,21,16,18,22,4
1474,111019,2022-03-07,12,28,26,19,3,31,2
1475,111020,2022-03-10,21,5,35,30,25,27,4
1476,111021,2022-03-14,8,15,12,4,14,17,3
1477,111022,2022-03-17,32,21,29,6,12,8,3
1478,111023,2022-03-21,20,24,10,1,11,23,4
1479,111024,2022-03-24,29,34,12,20,8,15,4
1480,111025,2022-03-28,25,30,12,3,4,21,7
1481,111026,2022-03-31,36,8,31,11,38,29,7
1482,111027,2022-04-04,19,26,13,25,10,38,2
1483,111028,2022-04-07,31,21,15,1,38,37,5
1484,111029,2022-04-11,38,5,35,1,26,4,4
1485,111030,2022-04-14,28,33,27,31,12,9,2
1486,111031,2022-04-18,5,9,38,22,8,1,3
1487,111032,2022-04-21,35,31,18,1,28,33,3
1488,111033,2022-04-25,36,2,26,25,38,3,1
1489,111034,2022-04-28,22,29,36,23,3,12,6
1490,111035,2022-05-02,3,12,28,35,20,25,2
1491,111036,2022-05-05,38,6,34,19,10,23,3
1492,111037,2022-05-09,16,17,3,21,34,12,6
1493,111038,2022-05-12,1,34,13,26,21,2,6
1494,111039,2022-05-16,17,3,15,5,31,29,6
1495,111040,2022-05-19,38,19,26,17,20,27,5
1496,111041,2022-05-23,27,14,15,31,24,17,2
1497,111042,2022-05-26,13,9,17,25,32,35,1
1498,111043,2022-05-30,8,33,32,1,27,2,5
1499,111044,2022-06-02,2,16,37,34,14,36,8
1500,111045,2022-06-06,29,32,4,27,13,12,7
1501,111046,2022-06-09,11,12,3,28,6,22,5
1502,111047,2022-06-13,24,31,12,35,36,17,3
1503,111048,2022-06-16,32,25,17,7,16,22,7
1504,111049,2022-06-20,26,3,17,4,11,19,5
1505,111050,2022-06-23,2,32,17,1,35,33,4
1506,111051,2022-06-27,30,4,32,21,8,29,6
1507,111052,2022-06-30,7,1,31,12,17,19,7
1508,111053,2022-07-04,10,2,20,5,8,25,7
1509,111054,2022-07-07,7,3,37,20,28,1,1
1510,111055,2022-07-11,17,19,37,11,5,23,7
1511,111056,2022-07-14,7,1,30,10,8,6,7
1512,111057,2022-07-18,17,10,33,15,7,30,8
1513,111058,2022-07-21,27,23,37,11,15,6,6
1514,111059,2022-07-25,14,9,25,8,29,17,1
1515,111060,2022-07-28,13,15,20,35,31,17,5
1516,111061,2022-08-01,25,31,7,5,10,21,2
1517,111062,2022-08-04,11,24,35,20,33,29,6
1518,111063,2022-08-08,8,36,17,2,32,12,3
1519,111064,2022-08-11,33,14,38,16,5,35,4
1520,111065,2022-08-15,12,7,28,16,18,10,1
1521,111066,2022-08-18,16,29,28,4,35,5,4
1522,111067,2022-08-22,19,30,2,22,9,4,2
1523,111068,2022-08-25,38,27,13,11,28,8,5
1524,111069,2022-08-29,21,27,4,10,12,29,4
1525,111070,2022-09-01,23,9,24,16,3,21,3
1526,111071,2022-09-05,38,31,7,17,21,25,3
1527,111072,2022-09-08,30,21,2,38,6,18,4
1528,111073,2022-09-12,16,14,23,29,2,4,4
1529,111074,2022-09-15,2,31,36,28,9,29,1
1530,111075,2022-09-19,27,7,25,38,31,13,3
1531,111076,2022-09-22,30,16,19,36,31,26,2
1532,111077,2022-09-26,10,16,20,3,14,17,5
1533,111078,2022-09-29,10,1,22,27,35,17,1
1534,111079,2022-10-03,1,18,23,28,7,17,5
1535,111080,2022-10-06,10,26,36,23,15,21,4
1536,111081,2022-10-10,24,33,6,13,21,27,1
1537,111082,2022-10-13,21,1,19,24,9,17,5
1538,111083,2022-10-17,32,1,13,18,33,27,6
1539,111084,2022-10-20,10,9,6,33,2,24,2
1540,111085,2022-10-24,27,29,15,7,9,30,4
1541,111086,2022-10-27,12,36,22,20,16,29,5
1542,111087,2022-10-31,20,29,25,2,10,36,6
1543,111088,2022-11-03,11,35,6,16,1,29,1
1544,111089,2022-11-07,18,10,7,17,22,9,8
1545,111090,2022-11-10,9,12,32,19,31,35,8
1546,111091,2022-11-14,15,30,10,29,17,21,5
1547,111092,2022-11-17,28,20,3,34,12,32,8
1548,111093,2022-11-21,15,26,19,25,23,35,2
1549,111094,2022-11-24,37,23,10,32,8,11,6
1550,111095,2022-11-28,4,36,13,9,7,19,7
1551,111096,2022-12-01,6,17,12,15,5,20,8
1552,111097,2022-12-05,35,30,22,16,26,14,2
1553,111098,2022-12-08,21,15,8,12,25,14,4
1554,111099,2022-12-12,6,20,26,12,25,24,4
1555,111100,2022-12-15,29,23,21,16,7,34,3
1556,111101,2022-12-19,7,11,1,20,3,13,5
1557,111102,2022-12-22,13,19,23,33,37,36,4
1558,111103,2022-12-26,29,31,14,21,9,4,6
1559,111104,2022-12-29,28,29,21,19,35,2,4
1560,112001,2023-01-02,35,5,27,3,28,4,8
1561,112002,2023-01-05,4,15,18,11,36,25,5
1562,112003,2023-01-09,17,24,10,37,9,31,3
1563,112004,2023-01-12,36,20,8,34,22,4,3
1564,112005,2023-01-16,13,3,17,11,38,23,8
1565,112006,2023-01-19,10,3,25,33,14,15,8
1566,112007,2023-01-23,15,23,33,17,38,7,1
1567,112008,2023-01-26,28,22,23,36,3,11,7
1568,112009,2023-01-30,23,27,34,28,11,10,3
1569,112010,2023-02-02,35,14,38,15,9,20,5
1570,112011,2023-02-06,26,6,9,23,4,11,5
1571,112012,2023-02-09,37,33,27,24,1,2,2
1572,112013,2023-02-13,8,23,10,15,28,18,5
1573,112014,2023-02-16,32,6,5,18,25,38,1
1574,112015,2023-02-20,24,22,8,2,27,16,8
1575,112016,2023-02-23,26,30,19,33,10,34,4
1576,112017,2023-02-27,6,1,20,10,3,17,8
1577,112018,2023-03-02,12,3,27,18,26,34,4
1578,112019,2023-03-06,28,17,2,20,13,25,6
1579,112020,2023-03-09,37,38,25,17,29,35,7
1580,112021,2023-03-13,21,34,16,11,30,10,3
1581,112022,2023-03-16,3,6,23,21,16,22,1
